"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15"
"P033",4,3,2,3,4,3,3,4,3,3,3,4,4,2,4
"P034",3,3,3,2,2,2,2,3,3,2,3,2,2,2,2
"P035",2,2,2,3,3,2,2,3,3,3,2,3,2,2,3
"P036",2,3,2,2,4,3,2,2,3,4,3,2,2,3,3
"P037",2,2,2,2,1,1,2,2,2,2,2,3,2,2,2
"P038",4,3,4,3,2,4,3,3,3,3,3,3,3,2,4
"P039",2,3,3,3,3,4,2,3,3,3,2,2,3,1,2
"P040",4,5,3,3,4,3,3,3,3,4,3,5,4,4,4
"P041",2,3,2,3,3,4,2,2,3,3,2,2,2,2,2
"P042",2,3,3,3,3,2,5,3,3,2,3,3,3,4,2
"P043",5,4,3,5,4,4,4,4,3,4,5,4,3,4,4
"P044",2,2,2,2,2,2,2,2,3,3,3,2,2,2,2
"P045",2,3,3,3,2,2,3,3,2,4,3,2,3,3,3
"P046",4,3,4,4,4,3,3,2,2,4,4,3,4,3,4
"P047",3,2,2,3,1,2,3,2,2,3,3,3,2,3,2
"P048",3,2,3,3,3,2,3,3,3,1,3,2,2,2,3
"P049",4,3,3,3,4,3,3,3,2,2,2,2,3,3,3
"P050",4,3,3,3,3,4,3,3,3,3,4,4,3,3,3
"P051",3,3,3,2,3,3,3,3,3,3,2,3,3,2,2
"P052",2,2,3,3,3,3,3,3,4,4,4,3,5,3,4
"P053",3,3,3,4,4,3,4,3,2,4,3,3,3,3,4
"P054",3,3,3,3,3,3,2,2,2,4,2,3,3,3,2
"P055",3,2,3,3,2,1,3,2,3,2,2,3,3,2,2
"P056",5,3,4,4,3,4,5,3,5,4,4,4,4,4,3
"P057",2,3,3,3,2,3,3,3,2,3,3,4,4,4,3
"P058",2,3,3,2,3,3,3,2,4,2,2,2,4,3,4
"P059",4,3,3,3,2,4,5,4,3,4,4,4,4,4,4
"P060",2,2,2,2,3,3,3,3,2,3,3,3,3,3,2
"P061",1,2,3,2,3,2,2,2,3,2,2,1,2,1,3
"P062",4,2,3,3,3,3,2,4,2,2,3,3,2,3,2
"P063",4,4,5,5,4,4,5,4,5,4,4,4,4,4,4
"P064",3,3,3,3,3,3,4,2,3,4,3,3,3,2,2
"P065",4,3,2,3,2,3,3,2,3,2,3,3,2,3,2
"P066",3,4,3,2,3,4,2,2,3,3,3,3,2,3,2
"P067",2,4,3,2,1,3,4,3,2,2,3,3,3,3,2
"P068",2,2,3,2,3,2,4,3,3,2,2,3,2,2,3
"P069",3,3,3,4,3,2,3,3,4,2,4,4,3,3,3
"P070",3,4,4,4,4,3,3,4,4,4,4,4,3,3,3
"P071",3,3,2,3,2,2,4,2,3,4,3,3,2,3,2
"P072",3,3,3,3,3,3,3,2,3,4,2,3,3,3,4
"P073",2,3,2,3,3,2,2,2,3,2,2,2,3,4,3
"P074",3,2,2,2,3,2,2,2,2,4,3,2,2,2,2
"P075",3,4,3,3,4,2,4,3,3,4,3,2,3,3,2
"P076",3,2,3,4,3,3,1,3,2,3,3,3,3,2,2
"P077",3,2,3,2,4,3,3,2,2,3,2,2,2,2,3
"P078",3,2,3,3,3,3,3,4,2,4,3,4,3,4,4
"P079",4,4,3,4,4,4,3,4,4,2,4,4,4,4,4
"P080",3,3,3,3,2,2,2,4,4,4,3,4,3,3,3
"P081",3,4,3,4,5,4,4,4,4,4,5,4,3,4,4
"P082",4,3,4,4,4,3,4,3,4,4,4,3,3,4,3
"P083",3,4,2,3,3,3,2,3,3,3,3,3,2,2,3
"P084",1,2,2,1,1,2,2,2,2,3,2,2,2,2,1
"P085",3,2,4,2,3,3,3,3,2,3,4,2,2,3,4
"P086",2,2,2,3,4,2,3,4,3,4,3,3,3,2,2
"P087",4,4,4,4,4,3,2,2,4,3,3,4,3,3,3
"P088",3,3,2,3,3,3,3,3,4,3,3,3,2,2,3
"P089",3,3,3,3,3,3,4,4,3,3,3,3,3,2,3
"P090",3,4,3,3,2,3,3,3,3,4,3,4,4,4,3
"P091",3,3,3,3,3,2,2,4,3,3,2,3,3,3,3
"P092",4,4,4,4,5,4,3,4,4,4,3,4,4,4,4
"P093",2,3,3,3,3,3,2,3,3,3,2,2,2,2,3
"P094",2,2,3,3,2,3,3,2,2,4,2,2,4,3,3
"P095",3,2,2,2,2,2,2,3,3,2,2,1,3,2,2
"P096",3,3,4,3,4,2,3,1,3,2,3,3,3,3,3
"P097",3,4,3,3,3,3,3,4,4,2,3,3,3,3,3
"P098",3,5,3,4,3,3,4,4,3,5,4,4,3,3,3
"P099",3,2,2,2,3,3,3,1,2,2,3,2,2,3,2
"P100",3,3,3,2,2,4,3,3,4,4,3,4,4,4,3
"P101",3,3,2,3,2,4,3,3,4,3,3,3,3,3,3
"P102",4,4,4,4,4,3,3,3,4,2,3,4,3,3,3
"P103",2,3,3,2,2,3,3,2,3,2,2,3,3,2,2
"P104",2,2,3,2,3,1,2,2,2,2,3,2,3,3,2
"P105",3,3,3,3,3,2,4,4,3,3,3,3,3,3,2
"P106",4,3,4,3,3,3,3,3,3,2,4,2,3,3,3
"P107",4,3,4,4,4,4,5,3,4,3,3,4,4,3,4
"P108",3,3,2,2,2,2,2,2,2,2,3,2,3,2,3
"P109",3,2,2,2,3,4,3,3,3,3,3,3,3,3,3
"P110",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3
"P111",3,4,4,4,3,2,3,4,5,4,4,3,4,4,3
"P112",3,2,5,3,2,3,4,3,3,3,4,4,3,3,4
"P113",3,3,3,3,3,3,4,3,4,3,4,3,3,3,4
"P114",2,2,2,2,2,1,3,2,3,2,2,2,3,2,2
"P115",4,3,3,3,3,3,3,2,3,4,2,3,3,3,3
"P116",4,3,4,3,4,3,4,4,4,3,5,4,4,4,3
"P117",3,4,3,3,4,3,3,3,4,3,3,4,3,3,3
"P118",3,3,2,4,2,3,3,1,3,4,3,3,4,3,3
"P119",3,4,3,3,3,3,4,4,3,2,3,3,3,2,3
"P120",3,2,3,4,3,3,3,4,2,3,2,3,1,3,3
"P121",2,3,3,2,3,3,2,3,2,3,3,3,2,3,2
"P122",3,4,3,3,4,4,3,4,3,3,4,3,4,3,3
"P123",2,2,2,3,3,3,2,2,2,3,2,3,2,2,2
"P124",4,5,5,5,4,5,4,3,5,5,5,4,4,5,5
"P125",4,2,3,3,3,2,3,4,4,3,2,2,2,3,2
"P126",3,4,4,4,5,4,3,2,3,4,4,4,3,3,4
"P127",3,4,2,3,2,3,3,3,3,2,2,4,2,3,3
"P128",3,2,3,2,2,1,2,2,1,3,1,1,1,3,1
"P129",2,3,1,3,4,3,1,3,2,3,2,3,3,2,2
"P130",4,3,5,3,5,5,4,4,4,5,3,4,4,3,5
"P131",2,2,3,2,2,3,3,2,2,3,2,2,2,2,2
"P132",3,2,3,3,3,3,2,3,3,3,3,3,2,2,3
"P133",4,3,3,3,3,3,2,3,3,3,4,3,3,3,3
"P134",1,3,3,3,3,3,2,1,2,3,3,3,2,2,2
"P135",3,4,3,3,3,3,4,4,3,2,2,4,3,3,3
"P136",2,3,3,3,3,3,3,3,3,2,4,2,2,2,2
"P137",3,4,3,3,3,3,3,3,3,3,3,2,2,3,3
"P138",1,3,3,3,2,3,3,3,2,2,3,3,2,2,3
"P139",3,3,3,3,2,3,2,3,3,2,3,3,4,3,3
"P140",4,4,4,5,4,5,3,4,3,4,3,4,4,4,5
"P141",3,4,2,1,3,3,2,2,2,3,2,2,2,1,2
"P142",4,5,5,5,3,4,5,3,4,4,5,3,4,4,4
"P143",3,4,4,3,3,3,2,3,2,3,5,3,3,3,3
"P144",1,2,3,1,2,3,3,2,4,2,4,2,3,2,2
"P145",2,3,3,3,3,2,3,2,3,2,2,4,4,2,3
"P146",3,3,3,3,2,2,4,3,3,3,3,4,3,4,3
"P147",3,3,3,3,4,3,3,2,2,2,2,2,3,3,3
"P148",5,3,4,5,4,5,3,5,4,4,3,4,4,5,4
"P149",3,4,4,3,3,2,2,3,4,4,3,3,3,3,2
"P150",3,2,2,3,2,3,3,3,2,3,3,3,2,2,2
"P151",3,3,3,3,4,3,4,4,2,5,3,3,3,4,3
"P152",3,1,3,2,3,2,3,2,3,2,2,2,3,3,2
"P153",4,4,4,4,4,4,3,5,3,4,4,4,4,3,4
"P154",1,3,2,3,3,2,2,2,2,3,2,2,3,1,2
"P155",3,4,3,4,2,2,3,3,3,3,2,3,3,3,3
"P156",2,3,3,2,2,3,3,2,2,2,3,2,2,2,2
"P157",3,3,4,3,4,3,3,3,3,3,4,4,2,3,3
"P158",3,2,4,3,3,2,2,2,4,1,2,2,2,3,2
"P159",3,3,3,3,5,2,3,3,3,4,3,3,3,3,3
"P160",3,3,3,3,3,2,4,3,3,3,3,3,3,4,3
"P161",4,4,3,4,4,4,4,4,4,4,4,4,4,4,5
"P162",3,4,4,2,3,3,4,3,2,3,4,3,4,4,4
"P163",3,2,3,3,4,3,3,3,3,2,3,3,3,4,3
"P164",3,4,3,4,4,4,4,4,4,4,3,3,4,3,3
"P165",3,2,2,2,3,2,2,1,3,3,3,3,2,3,3
"P166",3,3,3,4,3,2,1,2,3,3,3,3,2,2,2
"P167",2,3,3,2,3,3,3,2,3,2,3,2,2,3,2
"P168",3,3,4,3,2,2,3,3,3,3,4,3,3,3,3
"P169",4,1,2,3,3,2,2,2,3,3,2,2,2,2,3
"P170",3,3,3,3,3,3,3,3,3,3,3,2,2,3,2
"P171",3,2,2,3,3,2,3,4,3,3,2,2,3,3,3
"P172",3,3,3,2,3,3,4,3,3,3,4,3,3,2,3
"P173",3,3,3,2,3,3,3,3,4,3,3,2,3,2,3
"P174",3,2,3,3,3,2,4,3,3,3,3,4,4,3,3
"P175",3,4,4,4,3,3,3,3,4,2,4,3,3,3,2
"P176",3,3,3,3,3,3,2,4,4,4,4,4,4,4,3
"P177",2,2,2,2,2,2,3,2,3,2,2,2,3,2,3
"P178",3,3,3,3,3,4,2,2,3,3,3,3,3,3,3
"P179",3,3,4,4,3,5,3,4,3,3,4,3,3,4,4
"P180",4,3,4,3,3,3,4,5,3,3,4,3,4,3,4
"P181",2,2,3,3,2,3,4,2,4,3,3,3,3,3,2
"P182",2,4,3,3,3,1,3,4,3,2,3,4,3,3,4
"P183",3,3,4,3,3,2,3,3,2,2,2,2,2,3,3
"P184",2,3,4,2,2,3,2,3,3,3,3,2,3,3,3
"P185",4,4,2,4,3,4,3,3,3,4,3,4,4,2,3
"P186",3,3,4,3,5,2,3,4,2,3,3,3,2,3,3
"P187",3,3,2,2,3,3,2,3,2,4,3,3,3,2,2
"P188",3,1,3,3,2,2,3,3,2,3,3,3,3,2,3
"P189",4,2,3,3,2,2,2,3,3,3,3,4,3,3,2
"P190",1,3,3,3,2,3,3,2,3,2,3,2,1,2,3
"P191",3,4,3,3,4,2,3,4,3,3,3,4,4,3,3
"P192",4,3,3,3,4,3,3,2,2,2,3,4,2,3,4
"P193",3,3,3,2,2,3,4,3,2,2,3,3,3,3,3
"P194",4,3,3,4,4,4,3,3,3,4,4,4,3,3,4
"P195",3,4,3,3,4,3,3,3,3,3,3,3,3,3,3
"P196",3,3,3,3,3,3,3,3,3,2,4,4,3,3,3
"P197",4,2,3,3,5,3,3,3,3,4,2,3,3,3,3
"P198",2,2,4,2,3,3,4,3,3,3,3,4,4,4,4
"P199",2,4,3,3,4,3,4,3,3,3,5,3,4,3,4
"P200",2,4,2,3,4,3,2,4,4,4,3,3,4,3,4
"P201",4,2,2,2,3,2,4,3,2,2,3,3,3,2,2
"P202",2,3,2,3,3,2,2,2,2,1,2,2,1,2,1
"P203",2,2,2,3,3,2,3,2,2,3,2,2,2,3,3
"P204",4,3,3,4,4,4,4,4,4,3,4,3,3,3,4
"P205",3,4,4,4,4,3,4,4,4,3,4,4,3,3,3
"P206",3,3,2,4,4,4,3,4,3,3,3,3,3,3,2
"P207",4,2,3,3,3,4,4,4,4,4,3,4,3,4,4
"P208",2,3,2,2,3,3,3,2,2,2,3,3,3,2,3
"P209",4,3,4,4,3,4,3,4,2,4,4,5,4,3,3
"P210",2,1,3,2,2,2,4,3,2,2,3,2,3,2,3
"P211",3,3,3,4,4,4,3,3,4,3,4,3,3,3,3
"P212",3,2,2,2,2,4,2,2,3,2,2,2,3,2,2
"P213",2,4,3,4,2,2,3,3,3,4,2,3,3,3,3
"P214",3,3,3,3,2,2,3,3,2,2,2,2,2,2,2
"P215",4,3,5,3,5,4,4,4,4,4,4,4,4,4,4
"P216",3,3,1,2,3,3,3,2,2,2,3,2,2,2,2
"P217",3,2,3,2,2,4,3,3,3,3,3,3,2,3,3
"P218",2,3,2,2,4,3,2,2,3,2,2,3,2,2,3
"P219",2,3,2,2,1,3,4,3,3,2,2,1,2,2,2
"P220",3,4,3,4,4,4,3,4,2,3,3,3,3,4,3
"P221",3,3,4,3,5,2,4,3,3,2,3,3,4,3,3
"P222",2,2,3,2,2,2,3,3,2,2,3,2,3,3,3
"P223",2,3,3,3,3,3,3,3,3,3,3,4,3,3,3
"P224",1,1,2,1,1,2,3,1,1,1,1,1,1,1,1
"P225",3,3,4,2,3,3,2,2,4,3,2,2,3,3,3
"P226",2,4,3,3,3,3,2,3,3,3,3,3,3,3,3
"P227",2,1,3,2,3,2,2,1,1,2,2,2,2,1,1
"P228",3,2,4,4,3,3,3,3,3,2,3,3,3,3,2
"P229",2,2,3,4,4,4,4,3,4,4,3,3,4,2,3
"P230",3,4,3,2,2,4,4,2,3,3,3,2,3,4,4
"P231",4,2,3,4,4,3,3,3,3,2,3,3,3,2,3
"P232",3,3,3,4,3,3,5,4,3,4,4,3,4,4,4
"P233",3,3,3,3,3,3,2,3,4,3,3,3,3,2,4
"P234",3,3,5,5,2,3,3,4,3,3,4,4,3,3,3
"P235",3,4,4,3,3,3,4,4,3,3,3,2,2,3,3
"P236",4,3,4,3,3,4,3,3,2,3,4,4,4,4,4
"P237",2,4,2,3,4,3,2,2,3,2,2,3,4,2,3
"P238",2,2,4,4,3,3,3,4,4,2,3,3,3,3,3
"P239",3,3,3,4,3,2,3,3,3,3,3,4,3,4,3
"P240",3,2,3,3,3,2,3,3,2,3,3,4,2,3,3
"P241",1,3,2,3,2,3,1,3,4,1,2,2,2,2,3
"P242",3,3,3,3,3,4,3,3,3,3,2,3,3,4,3
"P243",3,4,3,2,3,3,3,3,3,4,3,3,3,2,2
"P244",5,4,3,3,2,2,2,3,3,4,2,3,2,4,2
"P245",3,3,3,2,3,4,2,3,3,3,2,2,3,3,2
"P246",4,4,3,3,4,2,2,4,4,3,4,3,3,3,3
"P247",4,3,3,3,4,4,3,3,4,3,4,4,4,4,3
"P248",3,2,2,2,3,2,3,2,4,2,3,2,2,2,3
"P249",3,3,3,2,2,2,2,3,2,4,3,2,3,3,3
"P250",4,4,3,4,2,3,4,2,3,3,2,4,3,3,4
"P251",3,4,3,3,2,3,3,3,2,2,3,3,3,3,3
"P252",2,3,3,3,3,3,2,3,4,3,3,3,3,3,3
"P253",2,2,3,3,1,2,3,2,3,3,2,2,3,3,3
"P254",3,3,3,4,5,4,3,5,3,4,4,3,3,3,5
"P255",4,3,3,3,2,3,2,2,2,3,2,3,3,3,2
"P256",4,4,4,4,3,3,3,3,2,3,3,3,5,4,3
"P257",4,3,3,4,4,4,3,3,3,3,4,3,3,3,3
"P258",3,3,4,3,4,4,4,3,4,3,3,3,3,4,3
"P259",3,3,4,3,2,3,2,2,3,3,4,2,3,4,3
"P260",4,4,3,2,3,3,3,2,4,3,3,4,3,3,3
"P261",4,3,4,4,2,3,4,3,3,3,3,3,4,3,4
"P262",4,4,4,3,3,2,4,3,3,4,3,3,4,3,3
"P263",3,5,3,4,5,4,4,3,4,4,4,4,3,4,5
"P264",3,3,3,2,3,2,3,2,2,3,1,2,2,2,2
"P265",2,4,3,3,4,3,4,2,3,3,3,3,3,3,3
"P266",4,3,3,4,3,3,4,3,3,3,4,4,4,4,4
"P267",2,2,2,1,2,2,3,3,2,2,2,2,2,2,3
"P268",4,1,3,3,4,4,2,3,3,4,3,3,3,4,4
"P269",3,2,3,2,3,2,3,3,2,2,3,2,3,3,3
"P270",3,1,3,3,2,1,3,2,2,2,2,3,1,2,2
"P271",2,3,3,3,3,3,4,3,3,3,2,4,3,3,3
"P272",5,5,4,5,5,4,4,4,5,4,4,4,5,4,4
"P273",3,2,2,3,2,3,4,2,3,2,3,2,3,3,3
"P274",3,4,3,4,3,4,4,5,3,4,3,4,4,3,3
"P275",3,3,2,3,4,3,2,3,3,3,3,3,3,3,3
"P276",3,3,4,3,4,3,4,4,4,2,4,3,4,3,3
"P277",2,3,3,3,3,2,3,3,3,3,3,3,3,3,2
"P278",3,5,4,4,4,3,3,3,4,4,4,4,4,4,5
"P279",3,2,3,3,2,2,1,2,2,3,2,2,3,2,2
"P280",3,3,3,4,3,3,3,2,5,3,3,4,3,4,4
"P281",4,3,3,4,3,4,3,3,4,4,4,4,4,4,5
"P282",3,2,2,2,2,2,1,2,1,2,1,2,2,2,2
"P283",3,4,4,2,4,4,3,3,4,2,4,3,4,3,3
"P284",3,3,3,3,5,3,3,4,3,3,4,4,4,3,4
"P285",2,2,3,2,3,3,2,3,3,3,2,2,2,2,3
"P286",3,3,4,3,3,3,4,2,3,3,3,4,4,4,3
"P287",2,3,2,2,3,3,3,2,2,4,2,2,3,3,1
"P288",1,2,2,3,2,2,3,2,2,2,3,2,3,1,2
"P289",3,3,4,3,3,3,2,4,3,3,3,3,3,4,3
"P290",4,2,3,2,3,2,2,3,3,3,2,3,2,2,2
"P291",4,4,4,4,4,5,3,3,3,4,4,3,4,4,5
"P292",3,2,3,2,2,4,3,3,2,2,2,2,3,2,3
"P293",4,4,4,4,4,3,3,3,3,4,3,4,4,3,3
"P294",3,3,3,3,2,3,4,3,2,3,3,3,3,4,3
"P295",3,3,3,2,2,3,4,4,2,3,3,3,2,3,3
"P296",4,3,4,4,4,3,3,4,3,3,3,3,3,3,4
"P297",3,3,2,3,3,2,3,2,2,3,3,3,3,2,2
"P298",3,1,2,3,4,2,2,2,1,3,2,2,2,2,2
"P299",4,3,3,4,4,4,4,3,2,4,3,3,4,3,3
"P300",3,4,4,3,3,3,4,2,4,4,4,4,3,4,3
"P301",3,3,3,3,2,3,3,4,4,3,3,3,3,3,3
"P302",3,2,3,3,3,2,2,2,2,2,2,3,2,3,2
"P303",3,2,3,2,3,3,3,3,3,3,3,3,3,2,2
"P304",4,2,3,4,2,2,4,3,4,3,3,3,3,3,3
"P305",3,3,3,3,2,4,3,3,3,3,2,3,3,4,3
"P306",2,2,3,3,3,3,2,1,2,3,2,2,2,3,2
"P307",3,3,5,3,4,3,3,2,3,2,3,3,3,3,3
"P308",4,1,3,3,2,3,3,2,4,3,3,4,2,3,3
"P309",4,2,4,3,3,3,4,4,4,4,3,5,4,4,4
"P310",3,3,3,4,4,4,3,4,4,3,3,4,4,4,4
"P311",5,3,3,4,3,4,4,3,4,4,4,5,3,5,4
"P312",3,3,3,3,3,3,3,2,3,4,3,4,3,4,3
"P313",3,3,3,3,4,4,4,4,4,3,3,4,3,3,3
"P314",3,3,3,3,2,3,4,2,3,4,3,4,3,3,3
"P315",4,4,3,3,3,4,3,3,3,3,4,4,3,3,4
"P316",4,3,3,4,4,4,3,4,3,4,3,4,4,4,4
"P317",5,3,2,2,5,3,3,4,3,3,2,2,3,4,3
"P318",2,3,4,3,4,3,3,3,4,3,3,3,4,4,4
"P319",4,4,3,3,4,3,3,3,3,3,3,4,3,3,3
"P320",3,3,4,3,3,3,2,4,3,4,3,3,3,3,3
"P321",2,3,3,3,4,4,3,2,2,3,4,3,3,3,3
"P322",3,3,4,3,4,4,1,3,3,3,3,4,2,2,2
"P323",4,4,4,3,5,3,5,5,4,4,5,4,4,4,4
"P324",2,1,2,2,2,2,2,2,3,2,3,2,1,2,3
"P325",4,3,4,3,3,4,3,3,3,3,3,4,4,3,3
"P326",4,3,3,4,3,4,3,4,4,3,3,3,4,3,4
"P327",2,4,2,2,3,3,2,4,2,3,2,2,3,2,3
"P328",3,4,3,3,4,3,4,3,4,3,4,4,3,4,3
"P329",5,4,4,4,4,3,5,4,3,3,4,3,3,5,5
"P330",4,4,4,3,4,4,5,4,3,4,3,4,3,4,4
"P331",3,4,5,4,3,3,3,3,3,2,3,3,3,3,3
"P332",3,3,3,3,4,3,3,4,3,4,3,3,3,3,3
"P333",3,3,3,3,4,3,3,3,2,3,2,2,2,3,3
"P334",5,3,4,4,4,4,3,3,4,4,4,4,4,5,4
"P335",2,3,3,3,4,2,4,3,4,3,4,4,3,2,3
"P336",3,3,4,3,4,2,3,3,4,2,4,3,2,4,3
"P337",4,2,2,4,4,3,3,3,3,4,3,3,3,3,3
"P338",4,4,4,4,3,5,4,4,4,5,4,5,4,5,4
"P339",2,2,2,1,2,2,4,3,2,2,2,3,2,3,2
"P340",3,3,4,4,3,4,4,3,4,4,3,4,4,3,3
"P341",3,4,3,3,3,3,2,3,3,3,3,3,3,4,3
"P342",3,4,3,3,3,3,2,3,3,4,3,4,4,4,3
"P343",2,4,3,3,3,4,2,4,4,3,4,2,2,3,3
"P344",4,4,3,4,3,3,3,4,5,3,4,4,4,3,4
"P345",2,4,2,2,2,3,2,3,2,2,2,2,2,3,2
"P346",2,3,2,2,1,2,1,3,2,2,2,2,1,1,2
"P347",4,3,3,2,2,4,3,3,4,3,4,3,2,3,3
"P348",4,3,4,4,4,3,3,4,4,4,3,3,5,4,4
"P349",2,3,3,3,3,3,2,3,4,3,2,3,3,3,2
"P350",3,3,3,3,3,3,3,3,4,3,3,2,3,3,3
"P351",3,3,2,3,3,3,2,3,3,2,2,3,4,1,2
"P352",5,5,3,4,4,4,4,5,4,3,4,4,4,4,4
"P353",4,3,3,3,3,3,3,2,3,4,4,2,3,3,3
"P354",4,3,2,3,3,2,3,3,3,3,3,3,2,2,2
"P355",3,2,2,3,3,3,2,3,2,3,2,2,2,2,2
"P356",3,3,2,3,4,4,3,5,3,3,3,3,3,2,3
"P357",2,2,2,2,2,3,2,3,3,3,2,2,2,1,2
"P358",3,2,3,2,3,3,4,2,3,3,3,3,3,3,2
"P359",3,3,3,3,2,3,3,3,3,3,3,2,3,3,3
"P360",3,3,2,3,3,2,3,3,4,3,3,4,3,2,3
"P361",4,3,3,4,3,5,4,2,3,3,3,4,4,4,4
"P362",3,3,3,3,3,4,4,3,3,4,4,3,3,3,4
"P363",3,2,2,3,2,2,3,2,1,3,2,4,4,2,3
"P364",2,3,3,3,4,3,3,2,4,3,4,2,3,2,2
"P365",2,1,2,3,2,2,2,2,2,3,3,3,3,3,1
"P366",2,2,3,2,3,3,3,2,2,2,3,3,3,2,2
"P367",3,3,2,3,3,3,3,2,4,4,4,3,3,2,3
"P368",4,2,4,3,5,3,2,3,2,1,2,3,3,3,3
"P369",3,2,2,3,2,2,2,2,3,3,2,2,3,2,3
"P370",3,2,4,3,5,4,4,4,3,3,4,4,4,3,4
"P371",4,4,4,3,4,4,5,4,4,4,4,5,4,5,4
"P372",3,2,3,3,3,2,4,3,3,3,3,2,2,2,2
"P373",4,3,4,3,4,2,3,3,3,4,2,3,3,2,2
"P374",3,3,3,2,4,3,2,3,3,3,3,3,3,3,3
"P375",4,3,3,3,3,3,3,3,3,2,3,2,4,3,3
"P376",2,3,3,3,2,3,4,4,2,3,3,3,3,4,2
"P377",3,4,4,3,3,3,3,3,2,4,3,4,2,3,3
"P378",2,3,2,3,3,2,3,3,2,2,3,3,2,3,2
"P379",3,2,4,2,3,3,3,3,2,3,3,3,3,3,3
"P380",2,3,2,2,2,2,3,3,3,2,1,2,2,2,3
"P381",4,3,4,4,3,3,3,3,4,4,4,4,4,3,3
"P382",4,4,3,3,4,3,3,3,3,3,3,4,4,3,4
"P383",2,3,2,2,2,3,3,3,2,1,2,2,2,2,1
"P384",2,3,3,3,3,3,3,2,3,4,3,3,2,3,2
"P385",3,4,4,5,3,3,4,4,4,3,4,4,4,3,4
"P386",4,4,3,2,3,2,2,3,3,3,3,2,2,3,3
"P387",3,3,3,3,4,3,2,3,3,3,3,3,3,3,3
"P388",3,3,2,2,1,1,1,2,2,2,3,2,3,2,3
"P389",3,3,2,3,4,3,2,2,2,3,2,3,3,2,3
"P390",2,3,2,3,3,4,3,4,3,3,3,4,3,4,4
"P391",3,3,2,3,3,2,1,3,3,3,2,3,3,2,2
"P392",3,2,3,3,3,3,3,3,3,3,2,2,2,3,2
"P393",2,2,2,2,3,3,1,3,2,1,2,2,2,1,1
"P394",2,2,3,2,3,2,3,2,4,2,2,3,2,3,2
"P395",3,2,3,2,1,2,5,3,3,2,2,3,3,3,3
"P396",3,3,3,4,3,4,4,3,3,3,3,4,4,3,4
"P397",3,3,2,2,2,2,2,3,3,2,4,3,3,3,4
"P398",4,3,4,4,4,4,2,3,3,4,4,3,3,3,3
"P399",4,3,4,3,4,4,3,4,3,4,3,4,4,3,5
"P400",4,3,3,3,3,3,4,3,2,3,3,3,2,3,3
"P401",4,4,3,4,3,4,4,4,2,3,4,3,4,4,4
"P402",4,3,3,2,3,2,3,3,4,3,2,3,2,2,3
"P403",2,4,2,2,3,3,3,4,2,2,3,3,2,4,3
"P404",2,2,2,2,3,2,2,3,1,2,2,2,1,1,1
"P405",2,3,2,2,3,3,2,3,2,2,2,2,2,3,2
"P406",2,2,2,2,3,3,3,2,2,3,4,3,2,3,2
"P407",3,4,4,3,3,3,3,4,4,3,3,1,3,3,4
