"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"P023",1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P024",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"P025",0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P026",1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
"P027",0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"P028",1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"P029",1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"P030",0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
"P031",0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"P032",1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1
"P033",1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
"P034",1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
"P035",1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
"P036",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"P037",1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"P038",1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
"P039",1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
"P040",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"P041",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0
"P042",0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
"P043",0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"P044",0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0
"P045",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"P046",0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
"P047",0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
"P048",1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0
"P049",0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
"P050",0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0
"P051",1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"P052",1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
"P053",1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
"P054",0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0
"P055",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"P056",1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1
"P057",1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"P058",1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"P059",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"P060",1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"P061",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"P062",1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
"P063",1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P064",0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
"P065",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"P066",0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"P067",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"P068",1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
"P069",1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
"P070",0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
"P071",1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0
"P072",1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
"P073",1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
"P074",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
"P075",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"P076",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
"P077",1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"P078",0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"P079",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
"P080",0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P081",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"P082",1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
"P083",0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0
"P084",0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"P085",1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
"P086",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"P087",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
"P088",0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0
"P089",0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"P090",0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"P091",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"P092",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"P093",0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
"P094",1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"P095",0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0
"P096",0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
"P097",1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"P098",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"P099",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"P100",1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
"P101",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"P102",0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
"P103",0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"P104",1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
"P105",0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"P106",0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0
"P107",0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"P108",0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"P109",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"P110",0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
"P111",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"P112",0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0
"P113",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P114",1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0
"P115",0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1
"P116",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"P117",0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0
"P118",1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"P119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P120",1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
"P121",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0
"P122",0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0
"P123",0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
"P124",1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0
"P125",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"P126",1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0
"P127",1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
"P128",0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1
"P129",1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"P130",1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
"P131",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
"P132",1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
"P133",1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"P134",1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"P135",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"P136",1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0
"P137",1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
"P138",0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0
"P139",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"P140",1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0
"P141",0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
"P142",0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"P143",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
"P144",1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
"P145",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
"P146",0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1
"P147",1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"P148",1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
"P149",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"P150",1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"P151",0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
"P152",1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0
"P153",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"P154",1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
"P155",0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"P156",1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
"P157",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1
"P158",1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"P159",1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0
"P160",0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"P161",0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"P162",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
"P163",1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"P164",0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"P165",0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"P166",1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
"P167",0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"P168",1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"P169",0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
"P170",0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
"P171",0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0
"P172",1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
"P173",0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0
"P174",1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1
"P175",1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
"P176",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"P177",0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"P178",0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
"P179",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"P180",1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
"P181",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"P182",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
"P183",1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"P184",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"P185",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"P186",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"P187",1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0
"P188",1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"P189",0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
"P190",1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
"P191",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
"P192",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"P193",1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
"P194",1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
"P195",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"P196",0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
"P197",0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0
"P198",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"P199",0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
"P200",1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"P201",1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0
"P202",0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
"P203",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1
"P204",1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"P205",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
"P206",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"P207",0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
"P208",1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
"P209",1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0
"P210",0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"P211",1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
"P212",1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"P213",0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"P214",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
"P215",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"P216",1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1
"P217",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"P218",0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
"P219",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
"P220",1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
"P221",0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0
"P222",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"P223",0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
"P224",1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
"P225",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"P226",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"P227",0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0
"P228",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
"P229",1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
"P230",1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
"P231",1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P232",1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
"P233",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"P234",0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
"P235",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"P236",0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"P237",1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
"P238",0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"P239",0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0
"P240",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"P241",0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
"P242",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
"P243",1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"P244",1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
"P245",0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"P246",0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
"P247",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
"P248",0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0
"P249",1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
"P250",1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"P251",0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0
"P252",0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
"P253",0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0
"P254",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"P255",0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
"P256",1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0
"P257",0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
"P258",1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"P259",1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"P260",1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"P261",1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"P262",0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"P263",1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"P264",1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0
"P265",0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
"P266",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
"P267",0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
"P268",1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"P269",1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
"P270",1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
"P271",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"P272",0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0
"P273",1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
"P274",0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"P275",1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0
"P276",1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"P277",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
"P278",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
"P279",0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
"P280",0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"P281",1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"P282",0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"P283",1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
"P284",1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"P285",0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"P286",1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"P287",1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
"P288",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"P289",1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"P290",1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
"P291",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"P292",1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
"P293",0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0
"P294",1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0
"P295",1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
"P296",0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
"P297",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"P298",1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
"P299",1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
"P300",0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
"P301",0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
"P302",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"P303",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"P304",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"P305",1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"P306",1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"P307",1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"P308",1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
"P309",0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0
"P310",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"P311",1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
"P312",0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"P313",1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"P314",1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
