"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"P028",1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,NA,0,1
"P029",0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"P030",NA,1,NA,1,1,0,1,0,1,1,1,1,1,0,1,NA,1,0,1,1
"P031",1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P032",1,0,1,1,1,1,1,NA,1,0,NA,0,1,1,1,0,1,0,1,1
"P033",1,0,1,0,1,0,1,NA,0,0,1,0,0,0,1,0,1,1,1,0
"P034",1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1
"P035",1,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"P036",1,0,0,0,1,NA,0,0,0,1,1,0,0,NA,1,0,0,0,0,1
"P037",0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"P038",1,0,1,1,1,0,1,0,0,1,1,0,NA,1,1,NA,1,0,0,1
"P039",1,1,NA,0,1,0,1,0,1,NA,1,1,1,1,1,0,1,1,1,0
"P040",0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,0
"P041",NA,0,1,1,1,NA,1,0,1,1,1,1,NA,1,1,0,0,1,1,0
"P042",1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"P043",1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,NA,1,1,0,0
"P044",NA,1,0,1,1,1,NA,0,1,0,1,0,0,NA,1,1,1,1,0,NA
"P045",1,1,NA,NA,1,NA,1,0,1,1,1,1,NA,1,1,1,1,0,1,1
"P046",1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
"P047",1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"P048",1,0,1,NA,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
"P049",1,0,1,NA,1,0,0,0,1,1,0,1,0,1,NA,1,0,1,1,0
"P050",0,NA,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"P051",1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,NA,0,1
"P052",1,0,1,1,NA,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"P053",0,0,NA,0,1,0,1,0,0,NA,1,0,0,1,1,0,1,1,0,1
"P054",1,0,0,NA,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA
"P055",1,0,1,1,1,0,1,0,1,1,1,NA,NA,1,1,0,0,0,1,1
"P056",0,0,0,1,1,0,1,0,NA,1,1,0,0,1,1,0,NA,0,0,1
"P057",1,0,1,0,1,0,1,0,1,0,NA,NA,0,1,0,0,1,1,0,1
"P058",0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,NA,0,0
"P059",1,0,0,NA,1,0,1,0,0,0,0,0,0,0,1,NA,1,0,0,0
"P060",NA,0,NA,0,1,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0
"P061",0,0,1,1,1,0,1,NA,0,0,1,0,0,1,0,0,NA,1,0,1
"P062",1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,NA,0,0
"P063",1,0,1,1,1,0,NA,0,NA,1,1,0,NA,1,1,NA,1,0,0,1
"P064",1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,1,0,1,1,1,1
"P065",1,0,NA,0,1,0,1,0,1,1,1,NA,0,0,1,0,0,0,0,1
"P066",1,0,0,1,1,0,0,0,0,1,NA,0,0,1,NA,0,0,0,0,0
"P067",1,1,1,NA,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,1
"P068",0,0,1,0,1,0,1,0,0,1,1,0,0,0,NA,0,0,0,0,0
"P069",1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
"P070",1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
"P071",1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0
"P072",1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
"P073",NA,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
"P074",1,NA,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"P075",1,0,1,0,1,NA,0,0,1,0,1,NA,0,1,NA,0,0,1,1,0
"P076",1,0,1,1,1,0,1,0,1,1,NA,0,0,1,1,0,1,0,0,1
"P077",1,0,0,NA,1,NA,0,NA,1,1,1,0,0,0,1,0,1,0,0,NA
"P078",1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0
"P079",1,NA,1,1,1,1,1,0,1,NA,1,1,0,1,1,1,1,1,1,0
"P080",1,0,0,0,1,NA,NA,0,1,0,0,0,0,NA,0,0,0,0,NA,1
"P081",0,0,1,0,1,0,1,0,0,1,1,0,1,NA,0,0,0,1,0,1
"P082",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"P083",1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,NA,1
"P084",0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"P085",1,0,1,1,1,0,1,0,1,1,1,1,NA,1,1,1,1,0,1,0
"P086",1,0,NA,0,1,0,1,0,1,1,1,0,0,1,NA,0,1,1,0,1
"P087",1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,NA,1
"P088",1,0,1,1,0,0,NA,0,1,1,1,1,0,1,1,0,1,1,0,1
"P089",1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,NA,1,0,1
"P090",1,0,0,NA,1,0,1,0,1,1,0,0,0,1,NA,0,NA,NA,0,0
"P091",1,0,1,NA,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"P092",1,0,1,NA,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"P093",0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
"P094",0,0,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"P095",NA,0,NA,0,1,0,1,0,0,1,NA,0,NA,1,0,0,1,0,0,1
"P096",1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"P097",0,NA,0,NA,1,0,0,0,0,NA,0,0,0,NA,1,NA,1,1,0,0
"P098",0,0,0,0,1,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0
"P099",NA,0,0,1,1,0,0,0,NA,0,1,0,0,NA,1,0,0,1,0,1
"P100",0,0,0,0,1,0,0,0,NA,1,1,0,0,0,NA,0,0,0,1,0
"P101",1,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0
"P102",1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1
"P103",0,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,1
"P104",1,NA,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"P105",1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"P106",1,0,1,0,1,1,1,0,1,0,1,0,NA,1,0,0,0,1,0,1
"P107",1,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"P108",0,0,0,0,NA,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,NA
"P109",0,0,1,1,1,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA
"P110",1,1,1,1,1,0,1,NA,1,1,1,1,1,1,0,0,1,0,1,NA
"P111",1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
"P112",1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"P113",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"P114",1,0,1,0,1,0,1,0,1,1,0,NA,0,0,1,1,1,1,0,1
"P115",1,0,1,0,1,0,1,0,1,1,1,1,1,1,NA,0,1,NA,0,1
"P116",1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
"P117",1,0,NA,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"P118",1,0,1,1,1,0,NA,0,1,1,NA,0,1,1,1,1,1,1,0,1
"P119",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"P120",NA,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1
"P121",1,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,0,1,NA,0,1
"P122",0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"P123",1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,NA,1,0
"P124",1,0,1,1,1,0,1,0,1,1,NA,0,1,1,1,NA,1,0,0,1
"P125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"P126",0,0,0,0,NA,NA,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
"P127",0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0
"P128",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P129",1,0,0,0,1,0,1,0,0,0,NA,0,NA,1,NA,0,0,0,0,0
"P130",1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1
"P131",1,0,0,1,1,0,1,0,NA,1,NA,0,0,1,0,0,0,1,0,0
"P132",0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0
"P133",1,0,1,0,1,0,0,NA,1,NA,NA,0,0,1,0,1,1,1,1,0
"P134",1,0,NA,0,1,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,1
"P135",1,0,1,1,1,0,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1
"P136",0,NA,1,1,1,0,1,0,1,1,1,0,NA,1,1,0,NA,0,0,NA
"P137",0,0,0,0,1,0,0,0,0,0,NA,0,0,1,1,0,0,1,0,1
"P138",1,NA,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1
"P139",1,0,1,0,1,NA,1,0,1,NA,1,1,0,1,1,NA,0,0,0,1
"P140",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA
"P141",1,0,1,0,1,1,1,0,NA,1,1,1,0,1,1,1,1,1,0,1
"P142",1,0,0,1,1,NA,1,0,1,0,1,0,0,1,1,0,0,0,0,1
"P143",1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
"P144",1,1,1,1,NA,0,1,0,1,1,1,0,1,0,1,0,NA,1,1,1
"P145",NA,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"P146",1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"P147",NA,0,1,0,1,0,1,0,1,0,0,0,0,NA,0,0,1,1,0,NA
"P148",1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
"P149",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"P150",1,NA,0,1,1,0,0,0,0,1,1,NA,0,1,0,NA,0,0,0,1
"P151",1,NA,1,0,1,NA,1,0,1,0,1,0,0,1,1,NA,0,1,0,0
"P152",0,0,NA,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"P153",1,0,0,0,NA,NA,1,0,1,0,1,NA,0,1,0,1,0,NA,0,1
"P154",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"P155",1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"P156",1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0
"P157",1,NA,1,0,0,0,NA,0,0,1,0,0,0,1,0,0,1,0,0,1
"P158",1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,NA
"P159",NA,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,NA,NA
"P160",0,0,0,0,0,0,1,0,NA,1,1,NA,0,1,0,0,0,1,0,0
"P161",1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,NA,1,0,0,0
"P162",1,NA,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1
"P163",0,NA,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA
"P164",1,NA,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA
"P165",NA,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,1,0,0,0
"P166",1,0,1,0,1,0,1,0,0,NA,1,0,0,1,1,0,1,0,1,0
"P167",0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"P168",1,0,0,1,1,0,1,0,1,1,0,1,1,NA,1,1,1,1,0,1
"P169",1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,NA,1,0,1
"P170",0,NA,1,0,1,0,1,NA,0,NA,1,1,0,1,1,0,NA,1,1,1
"P171",0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
"P172",1,0,1,0,1,0,1,0,NA,1,1,0,0,0,1,0,1,0,0,1
"P173",1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"P174",1,0,NA,1,1,1,1,0,1,1,1,NA,1,1,1,1,1,1,0,1
"P175",1,NA,0,NA,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,NA
"P176",1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0
"P177",1,0,1,0,1,0,1,0,1,0,NA,0,0,1,1,0,1,1,0,NA
"P178",1,0,1,0,1,NA,0,0,0,1,1,0,1,0,0,0,NA,0,0,1
"P179",0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0
"P180",1,0,0,0,1,0,NA,0,0,NA,1,0,0,0,1,0,1,1,0,1
"P181",NA,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1
"P182",1,NA,0,0,1,0,NA,0,1,0,1,0,0,1,1,0,1,0,NA,1
"P183",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,NA,0,0,0
"P184",1,1,1,1,1,0,NA,0,1,1,1,0,1,1,1,0,1,0,0,1
"P185",1,0,0,0,1,0,0,0,1,1,NA,NA,NA,1,1,0,1,0,1,1
"P186",1,0,0,0,1,0,1,0,1,NA,1,0,0,0,1,0,0,1,NA,1
"P187",1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,NA,1,0,1
"P188",1,0,NA,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1
"P189",0,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,0,0,NA,1
"P190",1,0,1,0,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,1
"P191",0,0,0,0,1,0,NA,0,1,0,1,1,0,0,1,0,1,0,0,0
"P192",0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
"P193",1,0,1,0,1,NA,0,0,0,0,1,0,1,0,NA,0,1,0,0,1
"P194",1,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,0,1,0,0,0
"P195",1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
"P196",1,0,1,NA,1,0,1,1,1,1,1,0,1,1,NA,1,1,NA,1,1
"P197",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,NA,1,0,NA,1
"P198",1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
"P199",0,0,0,0,1,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0
"P200",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
"P201",1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
"P202",NA,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
"P203",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"P204",0,0,NA,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
"P205",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
"P206",1,0,1,1,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0
"P207",0,0,0,NA,1,0,0,0,1,1,1,0,0,1,1,NA,1,0,1,0
"P208",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"P209",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA
"P210",1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,0,1,1
"P211",1,0,1,0,1,0,NA,0,1,1,1,0,0,1,0,NA,1,1,0,1
"P212",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"P213",1,0,1,1,1,1,0,NA,1,1,1,1,0,1,1,0,NA,1,0,1
"P214",1,0,1,1,1,1,1,0,1,1,NA,0,0,1,1,0,1,0,1,NA
"P215",0,0,1,0,NA,0,0,0,0,NA,0,0,NA,0,1,0,NA,0,0,NA
"P216",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,NA,0,1,0,0
"P217",1,0,1,0,1,0,0,0,1,NA,0,0,0,1,NA,0,0,0,0,1
"P218",1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,NA,0,0,0,1
"P219",0,0,1,0,1,0,0,NA,1,1,NA,NA,0,1,1,0,0,NA,1,1
"P220",1,0,1,0,1,0,1,NA,0,1,1,0,0,1,1,0,1,1,0,1
"P221",1,0,1,1,1,0,1,0,1,1,1,0,NA,0,NA,0,1,0,NA,0
"P222",NA,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0
"P223",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"P224",1,0,0,0,1,0,1,NA,1,1,1,0,0,1,1,0,1,0,0,1
"P225",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"P226",1,0,1,0,1,0,1,0,1,NA,1,0,0,0,1,0,0,0,0,0
"P227",1,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"P228",1,0,0,0,1,0,0,0,1,1,0,0,NA,0,1,0,1,1,0,0
"P229",NA,1,1,1,NA,0,1,0,1,1,1,1,0,1,1,NA,1,1,1,1
"P230",1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,NA,NA
"P231",0,0,0,0,1,0,0,NA,0,0,1,0,NA,0,1,NA,0,0,0,0
"P232",1,0,1,0,NA,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1
"P233",1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,NA,0,1
"P234",0,1,1,0,NA,0,1,0,1,1,1,0,0,1,1,1,1,NA,0,1
"P235",NA,0,1,0,NA,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
"P236",0,0,1,0,1,0,1,0,0,0,0,NA,0,1,1,0,0,1,0,0
"P237",1,1,0,1,NA,0,1,1,1,1,1,1,0,1,1,0,1,1,1,NA
"P238",1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,NA,1,1,0,1
"P239",0,1,0,1,1,0,1,0,1,1,1,1,1,1,NA,NA,1,0,1,1
"P240",0,0,1,0,1,0,1,0,0,0,1,1,0,1,NA,0,1,0,0,1
"P241",1,0,0,0,NA,0,NA,0,0,1,0,0,0,1,0,0,1,0,1,0
"P242",1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,NA,0,0
"P243",1,0,0,NA,1,0,1,0,0,0,0,0,0,0,NA,0,1,NA,0,0
"P244",1,0,1,0,NA,0,1,0,1,NA,1,0,0,NA,1,1,0,1,1,1
"P245",1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"P246",0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"P247",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"P248",1,0,0,0,1,0,0,0,0,1,0,1,0,0,NA,NA,1,1,0,1
"P249",1,1,1,NA,1,0,1,0,1,1,1,1,0,1,NA,1,1,0,1,1
"P250",0,0,NA,0,1,NA,1,0,1,0,1,0,0,1,NA,0,1,1,NA,NA
"P251",1,1,0,0,1,0,1,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
"P252",1,0,1,0,1,0,NA,0,1,1,1,0,0,1,0,0,0,1,0,1
"P253",1,NA,0,0,NA,0,1,0,0,0,0,0,1,1,1,0,1,1,NA,0
"P254",1,0,1,0,NA,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"P255",1,0,1,0,1,0,1,0,1,NA,0,0,0,NA,0,0,1,0,0,0
"P256",1,0,1,1,1,0,1,0,1,1,1,1,NA,1,1,1,1,1,0,NA
"P257",1,0,0,0,NA,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1
"P258",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"P259",0,0,1,0,1,0,1,0,0,NA,1,0,0,0,1,0,0,0,0,0
"P260",1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,NA
"P261",NA,0,1,0,1,0,1,0,NA,0,1,0,0,0,0,0,0,0,NA,0
"P262",1,0,1,1,1,NA,1,NA,1,1,NA,1,0,0,1,0,0,1,1,0
"P263",1,0,1,NA,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,NA
"P264",1,0,0,0,NA,0,1,0,0,1,1,NA,0,0,0,0,0,0,0,0
"P265",1,0,1,0,1,0,1,0,1,1,1,1,1,NA,1,NA,NA,0,0,1
"P266",0,NA,1,0,1,0,0,0,1,1,1,0,NA,1,1,0,0,0,0,0
"P267",1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,NA,1,1
"P268",0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,NA,1,0,1
"P269",1,0,1,0,1,0,1,NA,1,1,NA,0,1,1,1,0,0,0,NA,0
"P270",1,0,1,0,NA,0,1,NA,1,0,0,0,0,1,0,1,NA,0,0,1
"P271",1,0,1,1,1,0,1,0,1,NA,1,0,0,0,1,0,1,0,0,1
"P272",1,1,1,1,NA,0,1,0,1,0,1,1,1,0,1,1,1,NA,0,1
"P273",0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
"P274",1,1,1,1,1,NA,1,0,1,1,1,0,0,1,1,0,NA,0,1,1
"P275",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,NA,1,1,0,1
"P276",1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,NA,1,1,0,1
"P277",1,0,1,0,1,1,NA,0,0,1,1,0,0,1,0,0,1,1,0,NA
"P278",1,0,0,0,1,0,1,0,0,0,1,NA,0,0,0,NA,0,0,0,0
"P279",1,0,0,0,NA,0,0,0,1,0,0,0,0,NA,1,1,1,0,1,0
"P280",0,NA,0,0,1,NA,0,NA,0,1,1,0,NA,0,0,NA,0,0,0,1
"P281",1,NA,1,0,1,0,NA,NA,1,1,1,1,0,1,1,1,1,0,1,0
"P282",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"P283",1,1,1,1,NA,NA,0,0,1,1,1,1,NA,1,1,0,1,1,0,1
"P284",1,0,1,NA,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1
"P285",1,0,1,0,0,0,NA,0,1,1,1,0,1,NA,0,0,1,NA,0,1
"P286",NA,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,NA,1,0,NA
"P287",0,NA,1,0,1,0,0,0,NA,1,0,1,0,NA,0,0,1,NA,1,1
"P288",1,0,1,0,1,0,NA,0,1,1,1,0,0,1,1,0,0,0,0,1
"P289",1,0,0,0,1,0,1,0,NA,1,0,0,0,1,1,NA,0,1,0,1
"P290",1,0,0,0,1,0,1,0,1,0,0,0,0,1,NA,0,1,0,0,0
"P291",1,0,1,1,1,0,1,0,1,0,1,NA,0,1,0,0,0,0,NA,1
"P292",0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,NA
"P293",1,0,1,0,1,0,1,0,NA,1,1,1,1,1,1,0,1,NA,1,1
"P294",0,0,1,0,1,0,NA,0,0,0,1,0,0,1,0,0,1,0,0,0
"P295",1,0,0,1,1,0,1,0,1,1,NA,0,0,0,1,0,1,1,0,NA
"P296",NA,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0
"P297",0,0,1,0,1,0,1,0,0,NA,1,0,0,0,1,0,1,0,0,1
"P298",1,1,1,1,1,NA,1,0,1,1,1,0,1,NA,1,0,1,1,1,1
"P299",1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
"P300",1,0,0,0,1,0,0,0,1,0,1,0,0,NA,0,0,NA,0,0,0
"P301",1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1
"P302",0,NA,1,0,0,0,1,0,1,1,1,0,1,1,0,0,NA,1,0,0
"P303",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
