"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15"
"P189",2,5,5,3,3,3,1,1,1,1,1,2,4,4,3
"P190",1,1,2,2,1,2,1,3,1,1,2,1,3,3,2
"P191",2,1,2,2,3,3,4,3,1,2,2,1,2,3,3
"P192",5,4,5,4,5,3,4,3,4,3,4,3,4,2,3
"P193",1,3,5,4,2,2,2,4,2,1,3,3,4,3,3
"P194",1,2,1,2,1,1,2,2,1,1,3,1,1,2,1
"P195",3,2,3,4,3,4,3,3,2,2,4,2,2,3,3
"P196",2,1,3,2,2,2,3,2,1,1,4,3,2,2,2
"P197",1,1,1,1,1,2,1,1,1,1,1,2,2,2,1
"P198",1,1,3,1,1,3,5,3,1,1,3,1,2,3,1
"P199",2,2,3,3,2,3,1,2,1,2,2,2,1,3,4
"P200",3,4,5,4,4,5,3,3,4,4,3,2,4,3,4
"P201",2,1,2,2,2,4,3,3,1,1,2,2,3,1,2
"P202",5,4,5,3,3,5,5,3,5,3,5,5,5,5,5
"P203",5,5,4,4,5,3,2,4,2,2,1,4,4,3,3
"P204",1,2,2,3,1,3,4,1,1,2,1,2,1,3,3
"P205",1,1,2,2,2,4,4,3,1,2,3,2,3,2,3
"P206",1,2,3,4,2,1,4,3,1,2,4,2,2,1,3
"P207",2,1,2,3,4,5,5,3,3,2,3,2,2,5,2
"P208",1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
"P209",1,2,3,1,1,2,2,2,1,2,1,3,2,1,1
"P210",5,2,5,4,3,5,1,3,3,1,3,4,3,3,3
"P211",1,1,1,2,1,1,2,1,1,1,1,4,3,1,1
"P212",2,2,5,5,4,5,4,3,1,2,2,1,2,4,3
"P213",3,1,4,5,3,5,3,4,2,3,4,3,4,3,4
"P214",5,3,4,3,2,3,3,4,2,2,2,5,2,4,4
"P215",2,2,4,5,4,5,4,2,2,1,1,3,4,3,5
"P216",2,4,4,2,1,4,3,3,2,1,3,3,2,2,4
"P217",5,1,2,2,1,2,4,2,1,1,1,2,2,4,1
"P218",2,3,3,2,1,4,4,2,1,1,1,2,2,1,4
"P219",3,3,2,3,4,5,5,2,3,4,3,4,4,3,4
"P220",5,5,5,4,4,4,4,5,1,1,5,5,2,2,4
"P221",4,2,5,4,5,5,5,5,4,3,2,4,5,5,3
"P222",1,2,2,3,1,2,1,1,1,1,2,2,1,2,1
"P223",1,1,1,1,1,1,2,2,1,1,1,1,1,2,1
"P224",2,1,2,1,1,1,2,1,1,1,1,1,1,1,3
"P225",2,2,4,3,3,5,4,5,3,1,2,3,2,3,3
"P226",1,1,2,2,2,2,3,1,1,1,1,2,2,2,2
"P227",2,3,3,2,1,2,3,2,3,2,2,2,2,3,3
"P228",2,2,3,1,1,4,2,3,4,2,1,3,3,2,2
"P229",2,3,5,4,4,5,5,4,4,2,2,2,5,3,5
"P230",2,1,1,1,2,4,4,3,1,1,5,3,2,3,2
"P231",1,3,4,2,4,4,2,4,1,3,2,2,3,4,4
"P232",4,2,5,3,3,5,4,3,3,1,1,5,2,3,4
"P233",3,1,4,3,5,2,4,5,1,1,3,2,3,4,2
"P234",3,3,3,3,3,4,3,4,3,3,3,3,4,3,3
"P235",4,5,5,4,4,5,4,4,4,3,4,5,5,4,5
"P236",5,3,4,5,5,4,4,5,3,2,3,5,4,3,3
"P237",2,2,2,1,1,2,2,1,1,1,1,2,2,3,1
"P238",1,2,1,1,1,2,5,2,1,1,1,2,2,1,3
"P239",3,2,4,3,2,3,1,2,1,2,2,3,2,3,2
"P240",5,5,5,5,5,5,5,4,4,2,5,5,5,5,5
"P241",5,4,4,5,4,4,4,4,4,3,5,3,4,5,5
"P242",3,3,5,4,3,2,3,4,3,1,2,3,2,3,2
"P243",2,2,1,2,1,1,2,2,1,1,2,2,1,2,3
"P244",4,1,4,1,1,2,2,3,1,1,2,3,3,3,3
"P245",1,2,3,3,1,2,3,2,2,2,1,3,2,4,4
"P246",5,2,2,2,1,4,3,2,2,3,1,1,2,3,4
"P247",4,4,4,5,5,4,5,4,3,4,1,3,4,2,2
"P248",1,3,4,3,3,3,5,4,1,2,4,4,4,3,4
"P249",3,1,3,4,4,3,4,3,1,3,3,1,3,3,3
"P250",5,5,5,5,5,4,5,5,5,3,5,5,5,5,5
"P251",4,4,5,2,4,4,5,4,1,5,4,4,4,4,4
"P252",1,1,1,3,1,3,3,3,1,1,1,1,1,2,3
"P253",1,4,3,3,3,4,4,4,2,3,3,2,3,2,4
"P254",3,1,3,2,3,5,3,3,1,2,3,2,2,2,3
"P255",5,3,4,3,2,4,5,3,2,3,1,4,5,5,5
"P256",1,1,1,2,1,2,2,2,1,1,1,1,1,2,1
"P257",2,1,1,3,1,2,2,1,1,2,2,1,1,2,1
"P258",3,4,5,4,5,4,3,4,3,4,4,4,4,5,4
"P259",3,2,4,2,1,3,1,2,1,3,1,3,2,4,3
"P260",3,2,4,2,2,3,2,2,2,1,1,2,2,3,3
"P261",2,1,2,3,3,1,2,4,1,1,2,3,3,2,3
"P262",3,3,3,2,4,2,3,3,3,3,2,4,2,1,3
"P263",5,3,5,5,4,5,4,3,1,1,4,3,5,3,5
"P264",4,2,3,4,3,3,3,2,1,2,1,3,4,4,3
"P265",1,1,2,3,3,4,2,3,1,1,2,4,3,2,3
"P266",2,2,2,1,1,1,1,2,1,1,2,2,2,1,3
"P267",1,2,5,1,2,1,2,1,1,3,1,3,1,1,1
"P268",1,1,3,2,1,4,4,3,1,1,1,2,4,3,3
"P269",3,3,4,4,2,3,4,5,2,3,3,3,4,5,5
"P270",3,2,5,4,2,5,5,3,2,4,3,2,4,2,4
"P271",5,3,5,5,4,5,5,5,2,4,5,4,5,3,5
"P272",3,1,1,3,2,2,2,3,2,2,1,2,3,2,3
"P273",1,1,3,1,1,3,4,3,1,1,1,2,1,3,2
"P274",2,1,1,2,1,1,2,2,1,2,1,2,1,3,3
"P275",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"P276",2,5,3,3,2,3,4,3,1,1,1,3,3,4,4
"P277",4,2,4,3,4,5,5,5,5,3,2,3,4,2,5
"P278",2,1,1,3,4,4,1,2,1,1,1,3,3,3,4
"P279",5,4,4,5,5,4,5,4,4,5,3,3,4,3,5
"P280",1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
"P281",5,3,5,4,4,3,5,3,3,2,2,4,4,5,4
"P282",1,2,4,2,2,3,1,1,1,1,1,2,2,1,2
"P283",2,3,4,5,2,4,5,4,1,2,5,3,2,2,3
"P284",1,3,3,2,4,2,5,3,1,1,3,3,3,3,3
"P285",2,3,3,4,3,2,4,3,1,3,1,1,3,2,2
"P286",3,1,4,3,3,3,2,3,2,2,1,2,4,3,3
"P287",3,4,4,4,5,2,5,5,2,3,3,5,4,3,5
"P288",4,4,5,5,5,4,5,5,5,5,4,4,5,4,4
"P289",1,1,1,2,1,2,2,1,1,1,1,2,1,1,2
"P290",2,3,3,5,3,4,5,5,3,1,4,4,5,3,3
"P291",1,1,1,2,1,3,2,1,1,1,1,2,1,1,1
"P292",1,2,4,3,2,5,2,2,2,2,3,3,4,2,3
"P293",4,2,3,3,2,3,4,3,2,3,4,5,4,3,3
"P294",4,3,4,3,5,3,3,3,3,2,3,4,4,3,5
"P295",1,1,1,2,1,2,2,2,1,1,1,2,2,1,2
"P296",2,2,1,1,3,3,2,2,1,1,1,3,3,2,3
"P297",1,3,3,3,2,4,4,4,1,4,2,5,3,3,3
"P298",4,4,5,5,4,5,5,4,5,4,5,4,5,5,5
"P299",1,3,1,2,1,2,1,2,1,1,1,2,2,3,1
"P300",1,1,2,1,1,2,2,2,1,1,1,2,1,3,2
"P301",4,1,5,1,4,4,5,2,1,3,3,3,4,3,4
"P302",3,3,4,3,3,2,1,3,1,2,3,3,2,3,1
"P303",4,4,5,3,5,5,5,3,3,4,4,5,5,3,5
"P304",1,2,3,3,1,3,1,3,1,2,3,3,3,2,3
"P305",1,1,2,1,1,2,2,3,1,1,1,3,1,2,1
"P306",5,3,5,5,4,5,5,5,5,5,4,5,5,5,5
"P307",3,1,3,2,3,4,2,3,1,3,4,2,2,2,4
"P308",2,2,4,3,2,4,1,3,1,3,4,2,4,3,5
"P309",3,1,3,2,1,2,1,2,1,1,1,3,2,3,2
"P310",2,5,4,4,5,4,4,4,4,2,4,2,4,4,2
"P311",5,2,4,5,2,5,4,4,5,3,3,3,5,4,3
"P312",3,4,5,4,5,5,5,4,3,1,4,3,5,5,5
"P313",3,2,4,2,1,2,3,3,1,1,1,2,2,1,3
"P314",2,1,2,1,2,2,1,1,2,2,1,2,2,1,3
"P315",2,1,1,3,2,1,5,3,2,3,2,3,2,2,3
"P316",5,3,5,3,3,5,4,5,4,4,2,2,3,3,3
"P317",3,5,3,2,4,3,4,3,1,4,1,2,2,3,3
"P318",1,4,2,4,1,3,1,3,1,1,1,3,2,3,3
"P319",1,1,1,2,1,3,4,2,2,2,2,1,2,3,2
"P320",2,2,3,2,4,4,4,4,1,1,3,2,2,3,2
"P321",2,4,4,3,3,4,5,3,2,3,4,5,5,3,3
"P322",4,1,5,2,2,5,3,3,1,3,4,4,2,1,3
"P323",1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
"P324",2,1,1,2,1,2,4,1,2,1,1,2,3,2,1
"P325",3,3,5,3,5,4,5,3,4,5,5,2,5,2,5
"P326",1,2,1,2,2,1,3,2,1,1,1,3,2,3,2
"P327",3,2,3,3,4,4,3,2,2,2,2,2,3,2,3
"P328",2,1,4,4,2,3,3,3,1,2,4,1,3,2,2
"P329",2,1,3,2,1,2,1,2,1,1,1,1,1,2,3
"P330",2,2,5,3,3,4,5,3,1,2,1,2,4,3,3
"P331",2,1,2,1,1,2,3,1,1,1,1,2,1,1,3
"P332",2,1,3,1,1,1,2,2,1,2,2,1,2,3,2
"P333",2,2,2,3,2,5,2,4,2,1,4,3,4,3,3
"P334",2,4,4,4,4,4,3,2,1,2,1,2,3,2,4
"P335",1,1,1,1,1,2,1,2,1,1,2,1,2,1,2
"P336",1,1,4,1,1,1,3,3,1,1,1,2,2,3,3
"P337",2,4,5,5,4,5,3,4,4,2,3,5,4,4,5
"P338",4,2,4,4,2,5,5,5,3,4,4,4,5,2,3
"P339",5,5,5,5,3,5,4,5,3,4,4,4,3,3,5
"P340",2,1,5,4,4,4,5,5,1,2,3,4,2,2,5
"P341",2,3,5,3,3,4,4,3,1,1,3,3,3,5,2
"P342",3,1,3,3,1,4,2,2,1,2,2,2,2,2,4
"P343",1,1,4,3,1,4,2,3,1,2,1,1,1,1,2
"P344",2,5,3,3,4,5,3,4,2,3,2,3,5,4,4
"P345",2,1,4,3,5,3,3,3,1,1,4,3,2,3,3
"P346",5,3,5,3,4,4,3,3,3,3,2,2,2,4,2
"P347",5,4,5,5,5,4,5,5,4,5,4,5,5,2,5
"P348",5,4,4,4,5,5,5,5,4,4,5,3,5,5,5
"P349",1,3,2,3,2,2,2,3,1,2,2,2,2,1,1
"P350",2,4,5,4,4,5,5,4,3,2,5,2,3,4,4
"P351",5,4,5,4,4,4,5,5,1,4,5,2,3,3,4
"P352",4,2,3,3,3,4,2,3,1,1,3,5,4,2,4
"P353",4,3,3,2,4,2,2,2,1,1,3,5,2,2,3
"P354",1,1,5,2,2,5,5,2,1,4,1,1,2,2,1
"P355",4,2,3,3,4,5,3,4,5,1,4,3,5,5,5
"P356",1,2,1,1,1,1,2,1,1,1,1,1,2,2,3
"P357",1,1,2,2,2,2,2,2,1,1,2,2,3,2,2
"P358",2,5,4,3,3,3,3,4,3,3,5,4,5,3,4
"P359",2,2,2,3,2,3,2,2,2,1,1,3,2,3,3
"P360",5,2,4,4,4,3,5,4,5,3,4,3,4,3,5
"P361",2,1,4,1,2,1,3,2,1,2,1,2,3,3,3
"P362",1,1,2,1,1,2,2,1,1,1,2,3,1,1,1
"P363",3,2,3,3,1,3,3,4,1,1,1,2,3,2,1
"P364",3,5,4,4,4,5,2,3,1,3,4,4,3,4,4
"P365",2,1,2,2,1,4,3,3,1,1,5,2,2,4,4
"P366",1,1,3,4,1,1,3,2,1,1,2,1,3,1,3
"P367",1,1,3,2,3,2,4,3,1,3,2,3,3,3,4
"P368",3,1,4,3,4,4,3,3,1,4,1,5,4,3,4
"P369",2,1,5,3,1,5,2,3,3,3,4,3,4,4,3
"P370",2,2,3,2,2,3,4,1,1,2,2,3,2,3,2
"P371",4,4,5,5,5,5,4,5,3,4,2,4,4,2,4
"P372",3,3,3,4,4,3,2,4,1,1,4,2,5,3,3
"P373",2,4,2,2,2,2,1,3,1,1,4,3,3,3,4
"P374",5,3,3,4,4,5,4,5,4,4,3,3,4,3,3
"P375",5,3,5,4,4,5,5,5,5,4,1,5,4,4,3
"P376",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"P377",1,2,1,1,3,2,3,2,1,1,3,1,1,3,3
"P378",1,1,1,2,2,1,2,2,1,2,3,2,1,2,1
"P379",2,2,2,2,2,2,3,3,1,1,1,1,2,2,4
"P380",1,1,2,1,1,2,2,1,1,1,1,2,2,1,1
"P381",4,4,4,5,5,5,5,4,5,3,3,4,5,5,5
"P382",2,3,4,3,3,1,3,3,2,3,1,2,4,2,3
"P383",2,4,4,3,4,3,5,3,3,2,1,5,3,3,4
"P384",3,2,4,4,3,5,2,3,3,4,3,5,4,3,3
"P385",4,1,3,4,4,3,3,5,2,2,2,4,5,4,4
"P386",2,3,3,3,2,5,4,3,2,4,3,4,3,4,4
"P387",3,4,4,4,4,3,4,3,3,2,3,2,5,4,4
"P388",1,1,3,3,1,2,2,2,2,1,2,2,1,2,3
"P389",2,3,2,1,3,2,1,3,1,1,2,3,1,3,3
"P390",3,3,2,2,2,3,4,3,1,2,1,3,2,2,3
"P391",4,5,5,5,5,4,5,5,5,3,5,5,5,5,5
"P392",1,2,2,2,2,2,2,2,1,1,1,2,1,1,1
"P393",3,4,2,3,3,5,3,3,2,2,2,4,4,3,5
"P394",2,5,3,2,2,3,4,3,1,2,4,3,2,3,4
"P395",2,3,4,2,3,3,3,3,1,1,4,3,2,3,2
"P396",4,4,3,3,5,5,5,3,4,3,5,4,4,3,2
"P397",2,2,5,3,3,5,5,4,2,1,4,2,3,3,4
"P398",4,5,4,4,5,5,5,4,5,4,3,4,5,4,4
"P399",3,1,3,4,5,5,5,5,4,4,2,5,3,3,4
"P400",2,1,5,1,1,1,1,3,1,3,1,1,2,3,2
"P401",3,1,3,2,1,3,3,3,1,1,1,3,2,2,2
"P402",2,1,2,1,1,1,1,2,1,2,1,2,3,1,2
"P403",5,2,4,4,2,4,4,3,2,1,2,4,2,3,4
"P404",2,1,2,2,2,1,1,1,1,1,1,2,1,1,1
"P405",1,1,2,2,1,4,4,3,1,2,2,2,3,3,1
"P406",1,1,1,2,1,3,2,3,1,1,1,2,1,2,2
"P407",4,2,3,1,2,1,2,3,1,3,3,2,4,2,3
