"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"P068",1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
"P069",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"P070",1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
"P071",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"P072",0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"P073",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1
"P074",0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
"P075",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"P076",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
"P077",1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"P078",1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
"P079",1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"P080",1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
"P081",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"P082",1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"P083",0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
"P084",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"P085",1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0
"P086",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"P087",1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"P088",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"P089",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"P090",1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
"P091",1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"P092",1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0
"P093",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
"P094",1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
"P095",1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
"P096",1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
"P097",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"P098",1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"P099",0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"P100",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"P101",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"P102",1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
"P103",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
"P104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"P105",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
"P106",1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"P107",0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"P108",0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0
"P109",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
"P110",1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
"P111",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"P112",1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"P113",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"P114",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1
"P115",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"P116",1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"P117",1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0
"P118",1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"P119",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"P120",1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"P121",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"P122",1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"P123",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"P124",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"P125",0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
"P126",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"P127",1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
"P128",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P129",0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"P130",0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
"P131",0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"P132",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0
"P133",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"P134",1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
"P135",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0
"P136",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
"P137",1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
"P138",0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"P139",1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
"P140",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"P141",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
"P142",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"P143",1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
"P144",1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"P145",1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"P146",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"P147",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"P148",1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1
"P149",0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"P150",1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"P151",1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"P152",1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
"P153",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0
"P154",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0
"P155",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"P156",1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
"P157",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"P158",1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"P159",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"P160",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
"P161",1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
"P162",0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
"P163",1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0
"P164",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1
"P165",1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
"P166",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"P167",0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"P168",1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
"P169",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
"P170",1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
"P171",1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"P172",1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"P173",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P174",1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
"P175",1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
"P176",0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
"P177",1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1
"P178",0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
"P179",0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
"P180",0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"P181",1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"P182",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"P183",0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"P184",1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
"P185",1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"P186",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"P187",1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"P188",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"P189",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"P190",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
"P191",1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"P192",0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"P193",1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"P194",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"P195",1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
"P196",1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"P197",0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
"P198",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"P199",1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"P200",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
"P201",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"P202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"P203",1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0
"P204",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"P205",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
"P206",1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"P207",1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"P208",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P209",0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"P210",1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
"P211",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"P212",1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0
"P213",1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"P214",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
"P215",1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"P216",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"P217",1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"P218",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"P219",0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
"P220",1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0
"P221",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0
"P222",1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"P223",0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"P224",1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1
"P225",1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"P226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"P227",1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"P228",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"P229",0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"P230",0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"P231",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
"P232",1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"P233",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"P234",1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"P235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P236",1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"P237",1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"P238",1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"P239",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"P240",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"P241",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
"P242",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P243",1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"P244",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"P245",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0
"P246",1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"P247",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P248",0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"P249",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"P250",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
"P251",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0
"P252",1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
"P253",1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0
"P254",1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
"P255",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P256",1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
"P257",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
"P258",1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
"P259",0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0
"P260",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"P261",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"P262",0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
"P263",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"P264",0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"P265",1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"P266",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P267",1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"P268",1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"P269",1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
"P270",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"P271",1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
"P272",1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"P273",1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"P274",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"P275",1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
"P276",1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"P277",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
"P278",0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"P279",0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"P280",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"P281",1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"P282",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"P283",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"P284",1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"P285",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P286",1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"P287",1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"P288",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0
"P289",1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"P290",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P291",1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"P292",1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"P293",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"P294",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"P295",1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0
"P296",1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
"P297",1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0
"P298",1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"P299",1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
"P300",1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"P301",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"P302",1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
"P303",1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
"P304",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
"P305",1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"P306",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"P307",1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0
"P308",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P309",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"P310",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"P311",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
"P312",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"P313",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
"P314",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
