"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"P076",1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1
"P077",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"P078",1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1
"P079",0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0
"P080",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
"P081",1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"P082",1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
"P083",1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
"P084",1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
"P085",1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"P086",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0
"P087",1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"P088",1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0
"P089",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"P090",1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
"P091",1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
"P092",0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
"P093",0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1
"P094",1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
"P095",1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"P096",1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
"P097",0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"P098",1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"P099",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
"P100",1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"P101",1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1
"P102",1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0
"P103",0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"P104",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
"P105",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"P106",1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0
"P107",1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0
"P108",0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"P109",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"P110",1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
"P111",0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
"P112",1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
"P113",1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"P114",0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"P115",1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
"P116",1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
"P117",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
"P118",1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1
"P119",0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0
"P120",1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0
"P121",1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"P122",1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
"P123",1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1
"P124",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"P125",0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1
"P126",0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
"P127",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"P128",1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"P129",1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1
"P130",0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
"P131",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
"P132",1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1
"P133",1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
"P134",1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0
"P135",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0
"P136",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
"P137",1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"P138",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
"P139",1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1
"P140",1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0
"P141",1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0
"P142",1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
"P143",1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1
"P144",0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1
"P145",0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
"P146",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"P147",1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0
"P148",0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0
"P149",0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0
"P150",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"P151",1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"P152",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"P153",1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1
"P154",1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0
"P155",0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"P156",0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0
"P157",0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
"P158",1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
"P159",1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
"P160",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"P161",1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
"P162",1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"P163",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0
"P164",1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1
"P165",1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
"P166",1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0
"P167",0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
"P168",1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
"P169",0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
"P170",0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0
"P171",0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
"P172",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"P173",1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"P174",1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
"P175",1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"P176",1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"P177",1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1
"P178",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"P179",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"P180",0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
"P181",0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
"P182",1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"P183",1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1
"P184",0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
"P185",1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1
"P186",0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
"P187",1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
"P188",1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
"P189",1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"P190",1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
"P191",1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
"P192",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"P193",1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1
"P194",1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
"P195",1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0
"P196",1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
"P197",1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1
"P198",1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
"P199",1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0
"P200",1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
"P201",1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"P202",1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
"P203",0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1
"P204",0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"P205",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"P206",1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
"P207",1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"P208",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
"P209",1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
"P210",1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
"P211",1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
"P212",1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
"P213",1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1
"P214",0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"P215",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
"P216",1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
"P217",1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1
"P218",1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
"P219",1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
"P220",1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0
"P221",0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
"P222",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"P223",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"P224",1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
"P225",1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1
"P226",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
"P227",1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
"P228",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"P229",1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1
"P230",1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
"P231",1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
"P232",1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
"P233",1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
"P234",1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"P235",1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1
"P236",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"P237",1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1
"P238",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"P239",0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"P240",1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0
"P241",1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
"P242",1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"P243",1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
"P244",1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1
"P245",0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1
"P246",1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
"P247",0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0
"P248",0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
"P249",0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"P250",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"P251",1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"P252",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"P253",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
"P254",0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"P255",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
"P256",0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"P257",0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1
"P258",1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0
"P259",1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
"P260",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
"P261",1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
"P262",0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
"P263",1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0
"P264",1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"P265",1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1
"P266",0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
"P267",1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
"P268",1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"P269",1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
"P270",1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
"P271",1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
"P272",1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
"P273",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
"P274",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"P275",1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0
"P276",1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
"P277",1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
"P278",0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"P279",1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1
"P280",1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
"P281",0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"P282",0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"P283",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"P284",1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0
"P285",0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0
"P286",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"P287",1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1
"P288",1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"P289",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"P290",1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1
"P291",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"P292",0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
"P293",1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
"P294",0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"P295",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
"P296",0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"P297",0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
"P298",1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1
"P299",1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"P300",1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"P301",1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1
"P302",0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
"P303",0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
"P304",1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1
"P305",1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
"P306",1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
"P307",1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
"P308",1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"P309",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"P310",1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
"P311",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"P312",1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1
"P313",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"P314",1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
