"Row","Theta"
574,-1.4735
575,1.0807
576,0.4899
577,-0.0078
578,-1.7329
579,0.8754
580,-0.4826
581,1.6058
582,-0.3743
583,-1.1624
584,-0.5819
585,-0.4258
586,-1.0584
587,1.8204
588,0.7641
589,-1.0702
590,-0.5843
591,-1.2085
592,-1.862
593,-1.4439
594,-0.063
595,-0.0032
596,1.1854
597,0.9577
598,-0.2433
599,0.6907
600,0.6711
601,-0.1991
602,0.0028
603,1.8107
604,-0.0587
605,-1.5333
606,-0.5553
607,-0.4195
608,0.0193
609,-0.4954
610,0.4142
611,-0.1485
612,0.6571
613,0.173
614,0.3814
615,0.259
616,1.7727
617,0.4165
618,-0.0717
619,1.4781
620,-1.5042
621,0.7985
622,0.1369
623,0.7614
624,0.2655
625,-0.3145
626,-1.36
627,-1.019
628,0.063
629,0.7292
630,-2.0613
631,-0.9493
632,0.8695
633,0.4906
634,0.2364
635,1.5298
636,-1.5739
637,1.1022
638,-1.3783
639,0.5706
640,-0.0048
641,0.0672
642,1.0326
643,0.3011
644,0.5051
645,-0.4279
646,-1.5919
647,0.9451
648,1.0559
649,-0.1701
650,-1.1719
651,1.5189
652,-1.1882
653,-0.2939
654,-1.5769
655,-0.9346
656,-0.489
657,-1.4801
658,0.1068
659,-0.0149
660,-0.473
661,0.5399
662,0.194
663,0.0218
664,1.0289
665,-0.6059
666,-1.1523
667,0.9672
668,-1.0816
669,0.3988
670,-1.0779
671,0.5884
672,-0.445
673,0.0155
674,-1.6673
675,-0.5466
676,-0.4643
677,0.2932
678,0.5001
679,0.7166
680,-0.4049
681,-0.5342
682,0.9395
683,-0.7652
684,-0.3402
685,-2.9125
686,-0.7089
687,0.022
688,0.3847
689,1.3791
690,0.1936
691,0.4618
692,0.4907
693,0.7469
694,-1.4783
695,0.5787
696,-0.1024
697,-0.2074
698,0.4737
699,0.0137
700,-0.0539
701,-1.9584
702,0.708
703,0.2859
704,0.291
705,-0.2136
706,1.9525
707,0.6396
708,-1.3002
709,1.0227
710,0.967
711,0.3205
712,0.7997
713,-2.5343
714,-0.3312
715,-1.1578
716,-0.9123
717,0.5501
718,-0.8381
719,-1.6416
720,-0.3318
721,1.0126
722,-0.5543
723,-0.5471
724,0.7118
725,0.6037
726,0.4502
727,0.4033
728,0.1887
729,-0.31
730,1.0678
731,-0.3073
732,-0.9921
733,0.9271
734,0.7195
735,-1.3433
736,-1.5524
737,1.4308
738,-1.9447
739,1.032
740,-0.2426
741,0.1251
742,-0.5642
743,-1.9299
744,0.9718
745,0.2732
746,-1.8966
747,-0.096
748,-0.7898
749,0.8406
750,0.3176
751,-0.2422
752,2.815
753,1.6836
754,-1.7389
755,-0.2778
756,0.8717
757,-0.8894
758,1.4153
759,0.7394
760,0.5876
761,0.1215
762,0.1347
763,-1.0993
764,0.1422
765,-0.3827
766,0.7656
767,-0.1708
768,-0.5377
769,-0.8548
770,-0.6656
771,-0.375
772,-0.5793
773,-1.971
774,-0.8612
775,0.0524
776,-0.097
777,-1.182
778,0.6603
779,-1.3413
780,-2.159
781,-1.0007
782,1.4199
783,-0.689
784,-0.1053
785,0.4549
786,1.2171
787,-1.688
788,0.8413
789,0.6044
790,0.3651
791,0.7017
792,-0.6174
793,-1.0981
794,-1.4687
795,-1.5848
796,1.3098
797,1.3976
798,0.079
799,-0.1258
800,1.5293
801,-1.0876
802,0.4626
803,0.2838
804,0.269
805,-1.6776
806,-0.377
807,0.9442
808,-1.1603
809,1.7386
810,0.7937
811,0.7572
812,-0.0211
813,-0.8408
814,1.325
815,-1.2772
816,0.9129
817,0.1209
818,2.5059
819,-1.1845
820,0.6596
821,-0.549
822,1.6599
823,-1.0864
824,0.4904
825,1.0774
826,-1.2846
827,0.2834
828,0.3082
829,0.68
830,-1.0979
831,-0.4296
832,-2.1364
833,2.7273
834,-0.8682
835,-1.3661
836,0.7184
837,0.6421
838,-0.0933
839,-0.8393
840,0.416
841,0.0887
842,0.634
843,0.702
844,-1.1188
845,0.8326
846,-0.8412
847,-1.3771
848,0.4769
849,-1.1081
850,-0.2581
851,0.418
852,-1.1678
853,1.8338
854,-3.1386
855,1.4471
856,-1.116
857,-1.6179
858,-0.5166
859,0.7604
860,-0.7663
861,-0.634
862,-1.1271
863,-1.6029
864,-0.6179
865,0.1377
866,1.6003
867,-0.4855
868,-0.3058
869,0.3569
870,0.0951
871,0.242
872,-0.4793
873,1.3678
874,0.0221
875,-0.2223
876,-0.2887
877,-2.2239
878,-0.1591
879,-0.3341
880,-0.0887
881,0.351
882,-0.7085
883,-0.0054
884,1.1997
885,-2.158
886,-2.1303
887,-0.6536
888,0.633
889,0.7865
890,-0.474
891,-1.011
892,0.3234
893,-0.1662
894,-0.4666
895,0.3423
896,-0.5846
897,0.3806
898,0.3601
899,-1.0286
900,0.6268
901,0.0918
902,-0.746
903,0.6197
904,-1.0301
905,0.2394
906,-1.376
907,-1
908,-1.6384
909,1.5071
910,-0.2418
911,-1.4366
912,-1.5038
913,-0.7871
914,0.9876
915,-0.8703
916,0.2662
917,1.7854
918,-0.1894
919,-0.7326
920,-1.3483
921,-0.8588
922,0.7748
923,-0.2474
924,0.6342
925,0.1437
926,-0.5906
927,-1.5684
928,1.1786
929,-1.5253
930,-1.2755
931,0.6011
932,1.501
933,-0.3769
934,-0.0176
935,-0.1574
936,-0.7441
937,0.305
938,0.8128
939,-1.3803
940,1.0824
941,-0.8733
942,2.2533
943,0.0192
944,0.2041
945,0.1316
946,1.4909
947,-1.7781
948,-0.0879
949,-1.2368
950,0.2682
951,0.3774
952,0.363
953,-1.3491
954,-0.9749
955,0.1605
956,0.4611
957,-0.3127
958,-0.1643
959,-1.1239
960,-1.1335
961,0.2276
962,-1.1152
963,-0.8661
964,2.6922
965,0.3189
966,-0.0302
967,-0.0779
968,-0.0671
969,1.1793
970,-2.1375
971,0.3837
972,0.594
973,1.1623
974,-0.8966
975,0.7487
976,0.1966
977,-1.0751
978,-0.8925
979,0.3809
980,0.2468
981,1.6615
982,-0.4822
983,-0.2392
984,-0.4644
985,-0.7986
986,-1.8811
987,2.3736
988,1.2657
989,-0.9339
990,-0.7864
991,0.7384
992,0.1776
993,-0.5394
994,1.5447
995,-0.4968
996,1.6915
997,-2.3573
998,-1.0795
999,-1.5349
1000,-0.2759
1001,1.3539
1002,0.7968
1003,-0.0152
1004,-0.604
1005,1.0575
1006,-0.2011
1007,-0.8538
1008,-1.0585
1009,1.2832
1010,0.3554
1011,0.8125
1012,-1.5194
1013,-2.3021
1014,0.6075
1015,0.6114
1016,-1.2249
1017,0.8332
1018,1.7511
1019,0.8426
1020,1.5571
1021,0.4486
1022,-0.2608
1023,0.0158
1024,-0.0916
1025,1.6278
1026,0.9504
1027,-0.8242
1028,0.4463
1029,-0.6921
1030,-0.5547
1031,1.2099
1032,-0.0166
1033,0.712
1034,-0.6712
1035,-0.6663
1036,-0.271
1037,0.9157
1038,0.7841
1039,1.656
1040,0.5301
1041,0.3266
1042,1.4437
1043,0.1461
1044,0.1373
1045,-0.402
1046,-2.3998
1047,-1.222
1048,-0.9631
1049,0.2222
1050,1.7851
1051,0.741
1052,-0.9332
1053,-0.3222
1054,-0.8464
1055,0.7231
1056,-1.042
1057,0.759
1058,-1.0323
1059,1.0151
1060,-0.5011
1061,0.5922
1062,2.377
1063,1.0516
1064,1.86
1065,1.6066
1066,-1.2889
1067,-0.4217
1068,0.2754
1069,-0.4568
1070,-0.0954
1071,0.8277
1072,-1.3696
1073,-0.0723
1074,-1.3321
1075,0.5551
1076,-0.7755
1077,-1.3051
1078,0.594
1079,-0.0558
1080,0.2587
1081,0.9877
1082,-0.6264
1083,-3.3604
1084,-1.3976
1085,-0.6156
1086,-2.1084
1087,1.7015
1088,1.6507
1089,-1.5561
1090,0.4062
1091,1.365
1092,0.5157
1093,1.8119
1094,1.3406
1095,0.3971
1096,1.2744
1097,1.3186
1098,0.1536
1099,0.9337
1100,-0.2325
1101,-0.4222
1102,-0.8226
1103,0.554
1104,0.7272
1105,1.1537
1106,0.7624
1107,0.7464
1108,-0.4077
1109,-0.1534
1110,0.4048
1111,-0.444
1112,-0.7156
1113,0.6033
1114,-0.8052
1115,-0.6789
1116,0.799
1117,2.6446
1118,0.4746
1119,-0.9916
1120,0.2036
1121,2.5917
1122,-0.2663
1123,1.8442
1124,-1.4268
1125,0.1824
1126,-0.7301
1127,1.4283
1128,1.3754
1129,-0.0938
1130,-0.5197
1131,0.8455
1132,-0.5369
1133,0.6166
1134,0.3811
1135,0.7996
1136,-0.8475
1137,1.2125
1138,0.3391
1139,1.1552
1140,0.7204
1141,1.1929
1142,0.7112
1143,-1.8537
1144,0.3404
1145,-1.0102
1146,0.1392
1147,-1.8836
1148,0.3971
1149,-0.2372
1150,1.1395
1151,0.0439
1152,1.2783
1153,0.9937
1154,-0.8091
1155,-0.7595
1156,-2.9504
1157,-0.5317
1158,0.6715
1159,0.1385
1160,0.3145
1161,0.0144
1162,1.1699
1163,-0.454
1164,-0.5542
1165,1.1956
1166,2.2548
1167,0.4043
1168,0.5802
1169,-0.1017
1170,0.3763
1171,-0.8338
1172,-1.1004
1173,1.031
1174,0.9444
1175,-0.8432
1176,-1.5364
1177,1.1337
1178,-0.9411
1179,0.1056
1180,0.0205
1181,-1.2942
1182,0.2579
1183,-0.2009
1184,0.9619
1185,-1.534
1186,-1.0367
1187,0.7692
1188,-0.001
1189,-1.4917
1190,2.3752
1191,0.5622
1192,-1.4225
1193,-0.4032
1194,0.2389
1195,0.2779
1196,-0.0042
1197,-0.437
1198,-0.0276
1199,-1.0515
1200,-0.4204
1201,-0.2799
1202,0.0841
1203,1.3636
1204,-0.5476
1205,1.9897
1206,-0.9873
1207,0.0674
1208,0.2548
1209,-1.6568
1210,-1.1485
1211,2.1233
1212,1.1725
1213,-0.5223
1214,-0.2063
1215,-0.8633
1216,0.2287
1217,1.0028
1218,0.0805
1219,-0.2242
1220,-0.8461
1221,-2.5702
1222,-1.6461
1223,-2.1594
1224,-0.0716
1225,0.4222
1226,-0.2156
1227,-1.0103
1228,0.2919
1229,2.0166
1230,-0.7634
1231,-0.5909
1232,-0.2051
1233,-1.5582
1234,-2.7443
1235,0.5654
1236,-1.877
1237,1.6181
1238,-1.7857
1239,1.9027
1240,1.2814
1241,-2.2167
1242,-2.0231
1243,0.021
1244,0.7172
1245,-0.8845
1246,0.0482
1247,-0.0069
1248,-0.6834
1249,-0.6343
1250,-0.9169
1251,-1.3782
1252,-0.6972
1253,0.321
1254,0.3189
1255,1.3619
1256,-1.0894
1257,-0.1874
1258,0.925
1259,0.962
1260,0.9059
1261,0.2695
1262,-0.0822
1263,1.6036
1264,-0.7692
1265,-0.5252
1266,-0.8503
1267,0.3989
1268,0.1649
1269,-6e-04
1270,1.611
1271,1.1929
1272,-0.2227
1273,-0.4896
1274,-0.2418
1275,-0.3775
1276,0.5329
1277,-0.0328
1278,1.2111
1279,-1.5829
1280,-0.5219
1281,0.9777
1282,0.1527
1283,-0.4065
1284,-1.9318
1285,-0.765
1286,1.0321
1287,1.1001
1288,0.3473
1289,1.4487
1290,0.104
1291,-0.3556
1292,0.5733
1293,-0.5251
1294,1.7601
1295,0.7341
1296,-1.9179
1297,-1.3232
1298,0.5748
1299,-1.0353
1300,0.913
1301,0.2677
1302,-0.9762
1303,0.6334
1304,-0.6959
1305,-1.9062
1306,-1.8114
1307,-0.855
1308,0.3315
1309,0.4083
1310,-1.1069
1311,-0.0681
1312,0.0823
1313,1.7224
1314,0.0203
1315,-0.4585
1316,0.8146
1317,-1.4407
1318,-0.1122
1319,-0.3691
1320,0.8803
1321,-0.6645
1322,0.1726
1323,-1.207
1324,-0.6524
1325,-1.2415
1326,1.8834
1327,0.5424
1328,-1.5136
1329,-0.2325
1330,1.2156
1331,-1.7779
1332,0.3171
1333,-0.9415
1334,1.4544
1335,-1.0208
1336,-0.333
1337,0.7358
1338,-0.8057
1339,-0.1856
1340,-1.1434
1341,0.7281
1342,1.2556
1343,2.2342
1344,0.6782
1345,-0.2484
1346,-1.2444
1347,0.4668
1348,-0.0543
1349,0.8671
1350,-0.5857
1351,2.5753
1352,-0.9315
1353,-0.667
1354,0.1101
1355,-1.4117
1356,2.4075
1357,-2.0529
1358,-0.3043
1359,-1.217
1360,-0.2156
1361,-0.6172
1362,-0.28
1363,-0.9091
1364,-1.7855
1365,-1.3306
1366,0.1523
1367,1.3127
1368,0.4932
1369,0.7336
1370,6e-04
1371,-1.246
1372,-0.2704
1373,-2.0071
1374,-0.1681
1375,-0.3756
1376,-0.5779
1377,-1.7323
1378,-1.4871
1379,0.8301
1380,1.0114
1381,0.2233
1382,0.7855
1383,0.7594
1384,1.7615
1385,1.4284
1386,0.7433
1387,0.3347
1388,-0.7953
1389,-1.1605
1390,-1.954
1391,-1.1224
1392,-1.0901
1393,-1.1028
1394,-0.359
1395,0.8583
1396,0.5026
1397,0.4403
1398,-0.4085
1399,0.5251
1400,0.4536
1401,-1.4436
1402,0.5588
1403,0.2652
1404,-0.2769
1405,-1.2579
1406,0.4222
1407,0.1575
1408,1.1265
1409,1.2727
1410,-1.2537
1411,0.4175
1412,-0.4255
1413,0.3507
1414,-1.3251
1415,-1.9618
1416,1.4023
1417,-1.127
1418,0.1062
1419,-0.2619
1420,-0.9402
1421,-0.1501
1422,-0.5948
1423,-1.2115
1424,0.168
1425,1.4416
1426,0.5482
1427,-0.4463
1428,0.4986
1429,-0.9942
1430,0.4646
1431,-2.1312
1432,-0.7135
1433,-1.1787
1434,-0.2849
1435,-2.1797
1436,0.0251
1437,-1.2733
1438,-2.242
1439,-0.963
1440,-0.7507
1441,0.0439
1442,-0.2362
1443,0.3059
1444,-1.3436
1445,-0.5632
1446,0.7997
1447,-1.3757
1448,0.6874
1449,0.1732
1450,1.3523
1451,1.4843
1452,-0.9882
1453,-0.6982
1454,-1.0843
1455,0.5689
1456,0.5336
1457,-0.0558
1458,0.8747
1459,-0.3908
1460,-1.1495
1461,-0.3819
1462,0.7759
1463,-0.458
1464,0.2385
1465,-0.6312
1466,-0.8988
1467,-0.8019
1468,0.349
1469,1.2722
1470,-1.5709
1471,-0.4483
1472,1.2446
1473,-1.8284
1474,0.9209
1475,-1.2779
1476,-0.2165
1477,1.246
1478,-0.5091
1479,-1.0857
1480,1.198
1481,-2.0307
1482,-2.6896
1483,0.1884
1484,1.7226
1485,-1.9345
1486,2.0274
1487,1.5675
1488,-0.0724
1489,-1.0665
1490,0.076
1491,0.6097
1492,0.64
1493,-0.658
1494,0.1975
1495,0.0492
1496,0.1158
1497,0.1396
1498,-1.2314
1499,-0.1353
1500,0.2765
