"Row","F1","F2"
174,0.2215,-0.1766
175,-1.0699,-2.9713
176,0.7631,-0.0516
177,0.2317,-1.3997
178,0.6113,1.2892
179,-0.6264,0.5096
180,1.9171,-0.739
181,-1.4851,-1.1767
182,2.4673,1.5364
183,-0.5934,0.0706
184,-1.0693,-0.7381
185,-0.1339,-0.3023
186,-0.2987,-0.9231
187,0.4049,1.9672
188,1.1919,0.4776
189,0.601,1.7156
190,1.9768,1.0886
191,-0.1086,1.4348
192,0.5156,0.2089
193,-0.9976,-1.0669
194,-0.7443,-1.3059
195,1.1422,-0.2524
196,0.2719,0.6992
197,0.4613,0.4122
198,-0.5207,-0.2246
199,0.918,0.6105
200,0.0912,-0.0161
201,-0.6086,-1.156
202,-1.5054,-0.2422
203,0.0015,0.9878
204,0.2399,-0.2663
205,-0.3791,1.62
206,-0.2466,0.8963
207,-0.2786,0.3423
208,0.634,-0.9045
209,0.8747,-0.1696
210,0.6608,1.234
211,-0.7035,0.0435
212,0.431,-0.0405
213,1.191,-0.3168
214,-0.1363,-0.4433
215,-1.4779,-2.364
216,-1.2693,-0.8583
217,0.2533,1.4607
218,-1.6347,-1.4325
219,0.3295,-0.9986
220,-0.9474,-1.5959
221,-0.9562,-0.8155
222,-1.1861,1.236
223,-0.3895,0.4837
224,-0.1794,0.3342
225,0.7003,0.1483
226,-0.4004,1.4542
227,0.2275,-1.0776
228,-0.0534,-1.5083
229,0.3218,0.0907
230,-0.9116,-1.2439
231,-0.6828,0.956
232,-0.2149,-0.3672
233,1.8593,0.7752
234,-0.725,-0.1838
235,-0.4217,-0.148
236,-1.0241,-1.124
237,0.2683,-0.4632
238,2.1115,-0.7852
239,-0.4157,-0.926
240,0.7763,2.0818
241,0.7049,1.4733
242,-1.1289,0.5428
243,0.7179,0.762
244,0.1124,0.0695
245,1.4225,1.7876
246,1.8902,0.2943
247,-1.0316,0.0433
248,0.9132,-0.7936
249,0.6864,-0.2389
250,1.3665,1.2212
251,-1.6232,-1.4767
252,-0.7642,0.7831
253,0.7065,-1.3104
254,2.2732,-0.5848
255,-0.0489,-0.6689
256,0.2765,1.9184
257,0.3872,-0.0233
258,1.9947,-0.0585
259,-0.3085,-0.9809
260,-0.1548,-0.2047
261,-1.2509,0.128
262,-1.1236,1.0491
263,1.3461,1.5885
264,-0.6532,-0.9839
265,0.7902,0.5895
266,-0.2576,-7e-04
267,1.4609,2.0544
268,1.0262,-0.7714
269,-1.2595,-1.1988
270,0.6752,-0.2588
271,1.1972,0.3046
272,0.6072,-0.7594
273,-0.368,-0.2293
274,0.5165,-0.2724
275,2.4681,2.3254
276,1.1771,0.2297
277,-0.6495,0.8385
278,-0.3168,-2.1641
279,-0.5286,-0.3892
280,-1.7968,0.2203
281,-0.2404,-0.424
282,-0.752,-2.3375
283,0.6927,-0.1241
284,0.7714,0.7999
285,1.5512,0.7798
286,-0.7934,0.9204
287,1.1233,1.3589
288,0.9464,0.9735
289,-0.4471,-0.4765
290,1.792,1.3399
291,-1.3484,-1.1928
292,1.4587,0.3591
293,0.3116,0.5569
294,1.3659,1.0021
295,-0.9959,-1.5127
296,0.2363,-0.7891
297,-0.6373,-0.827
298,0.2937,0.6593
299,1.7442,-0.0303
300,0.976,0.3607
301,0.4505,0.5857
302,0.5394,0.0871
303,0.3784,1.4541
304,-0.3407,-0.081
305,0.1164,0.6841
306,0.2665,-1.0396
307,0.9718,0.5593
308,-0.4265,0.3851
309,-0.9005,-0.0355
310,-1.0538,-0.7653
311,-0.0096,0.2805
312,1.1838,1.594
313,0.9596,0.7533
314,-0.6373,-0.4285
315,-0.3932,-1.1371
316,-1.1975,-0.0555
317,0.0171,-0.1749
318,-0.2579,0.4416
319,-1.2807,-0.4676
320,0.2856,1.6442
321,-0.0149,0.7873
322,1.0249,-0.0121
323,0.5041,-0.6911
324,-0.5098,-0.4313
325,-0.6738,0.5791
326,1.5966,1.3802
327,-1.1058,-2.0541
328,-0.2833,0.2239
329,-0.7571,-0.5812
330,-0.7671,-1.1883
331,0.6457,-0.2514
332,0.134,0.5011
333,-1.9703,-0.6936
334,1.5265,-0.2566
335,1.6101,1.3606
336,-0.1314,-1.8195
337,-0.3736,-0.5108
338,0.0821,0.8058
339,1.2311,1.1591
340,2.5616,0.7946
341,0.6025,0.0031
342,-1.0576,-0.5042
343,0.0046,-0.335
344,1.3507,-0.5381
345,-0.0915,-0.63
346,-0.0149,-0.4506
347,-0.3745,-0.5296
348,1.7166,1.1889
349,-0.3381,-0.2755
350,0.7091,-1.13
351,-0.7551,0.1218
352,0.3933,1.2575
353,0.9453,1.4984
354,-0.2973,-0.109
355,0.458,-1.281
356,-0.642,-0.2447
357,0.3365,-1.3932
358,0.7404,-0.6236
359,-1.199,-0.4593
360,0.8809,1.7039
361,0.7373,0.7906
362,0.9656,-1.1839
363,-0.6145,-0.1032
364,-0.8848,-1.5958
365,1.0079,-1.9873
366,-0.3087,-0.8356
367,1.0514,-0.035
368,0.3011,-0.207
369,1.4044,1.1473
370,0.9624,0.2939
371,-1.9917,-1.586
372,-0.9538,0.7106
373,-1.6724,0.6474
374,1.9361,0.4672
375,-0.3548,0.1106
376,0.0256,-0.1902
377,-0.7498,-0.9361
378,-0.3604,-0.2953
379,-0.0909,-0.7009
380,0.1458,1.3474
381,-0.3366,0.0538
382,0.9787,-0.4387
383,0.2021,-0.9806
384,-0.7145,-1.0002
385,-0.5714,-1.0596
386,-1.3841,-0.2394
387,-0.6896,-0.5802
388,-0.3046,-0.5403
389,-0.601,-1.1563
390,0.0703,-0.1272
391,1.6629,0.1745
392,0.2057,0.0497
393,-1.166,-0.6639
394,-0.3163,1.0781
395,-1.4521,-1.0591
396,-0.0278,0.3998
397,-1.6029,0.9571
398,0.2479,0.7158
399,1.0876,1.7366
400,1.4812,0.3352
401,-0.536,1.0692
402,0.2538,0.1265
403,1.6183,2.4364
404,1.4183,0.5995
405,0.7973,1.0073
406,-0.4286,-0.8997
407,0.6779,0.3031
408,0.7419,0.9024
409,-2.6104,-2.2334
410,0.7658,0.342
411,-0.0238,-1.3929
412,1.0562,-0.07
413,1.2679,-1.0126
414,-0.1809,-1.2128
415,0.4014,0.2072
416,-1.0982,-0.2377
417,-0.1338,-0.1166
418,-0.2282,-0.5963
419,1.796,0.5595
420,1.3669,0.5274
421,1.0452,0.9827
422,-0.4212,-0.048
423,-1.6134,0.3026
424,-0.889,-0.0526
425,-0.1338,0.2043
426,2.2275,1.3129
427,1.245,3.0381
428,-1.4108,-1.4383
429,-0.9027,-0.3568
430,-0.1932,-1.0616
431,-0.1476,-1.1933
432,0.7673,-0.2176
433,0.5815,1.3096
434,-0.1633,-0.2941
435,2.3247,1.3289
436,1.3437,0.1734
437,1.0305,-1.0804
438,-1.5032,-1.0014
439,-1.8752,0.0593
440,-0.2983,-0.7533
441,-2.406,-0.6487
442,0.1471,-0.3276
443,0.2654,-0.6934
444,-2.7896,-0.6245
445,-0.7012,-1.334
446,1.1312,1.0262
447,-0.5353,0.8142
448,0.058,-0.3015
449,-0.1387,-1.8406
450,0.5524,-0.2371
451,-2.1532,-2.5042
452,0.7419,-0.4329
453,0.1718,-0.4867
454,0.9929,0.8908
455,1.721,0.543
456,0.3952,-0.0417
457,0.9582,1.9914
458,0.0523,0.8884
459,1.1715,0.066
460,0.0681,-0.259
461,1.2069,0.4505
462,0.0928,0.9357
463,-1.2618,0.1446
464,1.575,0.4611
465,-0.1859,1.6685
466,0.2721,0.6248
467,-0.6997,-2.8546
468,0.5806,0.1578
469,0.1859,-0.2484
470,-0.6857,-0.0242
471,-0.0343,0.4339
472,-0.3186,0.3108
473,-1.4234,-0.7605
474,-0.5564,-0.9241
475,0.0131,0.6259
476,-0.6831,-0.2852
477,0.2552,-0.1119
478,-0.5853,0.9243
479,0.859,-0.9245
480,-0.3238,1.7485
481,0.037,0.0281
482,-1.133,-2.5406
483,0.2708,-0.5428
484,-1.7214,-0.3058
485,-0.4174,-1.6971
486,1.1259,1.027
487,0.4171,0.3844
488,-0.7191,-1.1741
489,-0.512,-0.8312
490,0.5877,-0.3431
491,1.143,1.2104
492,-0.1381,0.4181
493,0.578,1.5111
494,-0.1084,0.6047
495,1.0055,1.5842
496,0.2872,-2.1896
497,1.2793,0.7949
498,-0.1157,1.4425
499,-0.9154,-1.1606
500,-0.5493,-0.1117
501,3.1944,1.0787
502,-1.0454,0.413
503,1.2127,0.1701
504,-0.1025,0.6242
505,0.9707,-0.2446
506,0.9989,-0.4474
507,-0.974,0.7226
508,1.7877,-0.2283
509,0.7408,-0.5205
510,0.2347,0.4078
511,-1.927,-0.1762
512,-1.0457,-1.5576
513,-0.284,-1.2892
514,-1.0934,-0.4933
515,2.3666,1.4713
516,-0.6196,0.9284
517,-0.726,-0.8468
518,-0.2403,-0.5791
519,0.5422,0.1851
520,-2.6879,-1.9867
521,-0.0248,0.5897
522,-1.3295,0.2938
523,1.1181,-0.6111
524,1.0432,1.4269
525,0.8422,0.7497
526,0.6702,2.704
527,-1.022,-2.1763
528,0.1665,3.0322
529,1.3785,1.8916
530,-0.8606,-1.3994
531,-0.2526,-0.9074
532,-0.315,0.8826
533,-0.3354,-0.7137
534,-0.1549,-1.3415
535,-1e-04,1.1576
536,0.1994,0.8223
537,-2.2083,-1.5284
538,-1.576,0.1679
539,0.7236,1.6504
540,0.3248,1.0432
541,-0.5678,-0.6452
542,0.5825,1.2254
543,1.3423,0.6203
544,1.6366,1.8267
545,-0.4565,-2.4929
546,-0.6721,-1.2196
547,0.086,0.8153
548,0.4322,1.1182
549,-0.0093,0.6246
550,0.2226,-0.2793
551,0.6098,0.7537
552,0.9773,-0.5763
553,-1.7555,-1.7404
554,0.8226,-0.756
555,-0.1505,1.4511
556,-0.0099,0.1856
557,0.8973,-0.1053
558,-2.8496,-2.6053
559,1.806,-0.4185
560,0.1879,0.6479
561,-0.459,0.1398
562,-0.1074,0.0952
563,0.6898,1.8816
564,0.2902,1.3689
565,-1.6383,0.9536
566,-0.3245,-0.0988
567,-1.7036,-1.2121
568,0.2402,0.6961
569,-0.3992,-0.894
570,-0.2141,-0.2255
571,-1.1383,0.045
572,-0.0899,0.273
573,0.3695,0.5864
574,1.2449,0.5696
575,1.1938,-0.2648
576,1.5649,0.6226
577,-0.085,-1.9546
578,-0.8222,-0.3496
579,-0.5609,0.0123
580,0.81,-0.4026
581,3.3221,1.3883
582,-0.5767,-0.0692
583,0.3803,-0.8029
584,-0.3043,-1.7801
585,1.2041,-0.5288
586,-0.0871,0.2453
587,2.7581,0.6132
588,0.8226,0.2281
589,-1.9232,-2.2172
590,-0.9712,-1.0385
591,1.0137,0.665
592,-0.1312,-1.0092
593,0.2581,1.2557
594,0.1115,1.1751
595,-0.7844,-0.5055
596,0.2825,0.4311
597,-0.2022,-0.5953
598,1.2165,2.328
599,-1.0271,-1.4169
600,-0.3286,-2.1402
601,0.369,0.5225
602,-0.1264,-1.7922
603,-0.4818,0.5365
604,0.3201,-0.6102
605,-1.3152,-0.4813
606,1.002,0.5919
607,-1.0166,-0.4125
608,-0.5432,0.1005
609,-0.3482,0.3225
610,0.7702,-1.0519
611,0.7668,-0.57
612,-0.0706,1.67
613,-0.0857,-0.1624
614,-0.5248,-0.428
615,-0.3011,-0.2763
616,-0.0996,-0.4983
617,-0.455,0.2055
618,0.3539,0.4785
619,0.3122,1.6364
620,2.4972,2.8086
621,0.3926,-0.098
622,-0.9059,-0.8865
623,-0.0972,0.0897
624,-0.1825,1.2427
625,0.6832,2.3248
626,-1.8179,-1.0429
627,0.2155,0.7255
628,-1.1163,-0.4719
629,-0.6363,-0.8032
630,0.0955,0.2463
631,-0.6996,-1.579
632,1.4856,1.0429
633,-0.9625,0.1615
634,-1.4602,-0.8161
635,-0.2733,1.1099
636,0.4292,-0.231
637,0.1663,0.585
638,-0.7339,-1.6891
639,0.435,-0.415
640,1.037,1.4926
641,-1.1726,1.0293
642,-0.6976,-0.6457
643,0.4603,-0.2294
644,-0.5382,0.0052
645,0.1581,-0.9793
646,-0.5489,0.4499
647,1.1943,0.3525
648,0.7248,1.2862
649,-1.5637,-0.5982
650,2.1772,1.928
651,-0.0152,-0.5304
652,-1.4379,0.8329
653,0.6692,1.2889
654,0.276,0.0868
655,-0.2465,-0.621
656,-1.4399,-0.9168
657,1.342,-0.8536
658,-0.3932,-1.1047
659,-0.6385,0.7674
660,-0.0702,1.9677
661,0.1109,-0.247
662,1.2974,1.5302
663,0.0754,1.6564
664,-0.4919,-0.5588
665,-0.1057,-0.2923
666,0.2257,0.244
667,0.1651,0.9872
668,0.6043,0.4554
669,0.2674,1.1154
670,0.4448,0.9998
671,-0.2861,0.4591
672,0.2366,0.745
673,2.0928,1.3242
674,-0.4709,-1.1922
675,-0.2106,0.1552
676,1.3711,2.7326
677,0.5787,0.1886
678,0.6348,0.2921
679,-1.4044,-0.0648
680,0.0937,1.5033
681,-0.1051,-0.2742
682,-0.7838,-1.3662
683,0.5117,-1.5475
684,1.106,1.9653
685,-0.9513,0.2328
686,0.8667,1.6602
687,-0.2233,-1.9017
688,-0.5359,-2.3302
689,-0.6365,1.0632
690,2.6394,0.2794
691,1.8497,1.2784
692,-0.6247,-1.8462
693,1.3318,1.1507
694,-0.181,-0.4594
695,1.0366,-0.4322
696,2.0944,-0.284
697,0.3038,-0.0985
698,-2.6843,-2.389
699,-0.9346,-1.5352
700,1.1654,0.9813
701,-0.6621,-0.1314
702,0.2418,0.167
703,0.756,0.5841
704,0.5992,0.611
705,1.4098,0.6934
706,0.4553,-0.1339
707,-0.5024,-0.3019
708,-0.511,-0.33
709,0.8333,0.771
710,1.0508,2.0246
711,0.6581,-0.2838
712,-0.8388,-0.653
713,-1.0192,-1.6487
714,0.8062,0.0608
715,-2.4975,-0.5229
716,-0.0629,-2.4053
717,1.4423,1.7002
718,0.8262,-0.2066
719,-1.6652,-0.9358
720,0.22,1.1077
721,0.5017,-0.7879
722,2.1014,1.002
723,0.1275,-1.3246
724,0.4385,1.803
725,-1.3096,-1.6847
726,-0.016,0.4771
727,0.4642,0.4945
728,1.0249,1.5871
729,-0.6632,-0.1806
730,0.8231,0.1355
731,-0.3943,0.5447
732,0.3422,0.1714
733,-1.5693,-0.8022
734,-2.0289,0.2152
735,0.0206,-0.5299
736,-0.0298,0.5171
737,-0.2147,-1.5241
738,0.4361,2.6353
739,-1.0294,-0.3337
740,-1.5955,-2.5424
741,1.6286,1.0449
742,0.9052,0.1734
743,-0.4776,0.6706
744,-1.3379,-1.2062
745,-0.1116,0.081
746,1.1326,1.0813
747,0.2815,0.1526
748,0.5486,0.1181
749,0.6343,0.4326
750,0.6618,-0.3446
751,-0.0376,-0.9628
752,-0.5306,-0.09
753,1.0394,0.2005
754,0.1788,0.3937
755,-1.0491,1.1804
756,0.2869,-0.2102
757,0.876,1.8519
758,-1.5137,-0.0119
759,-1.4831,-0.9782
760,0.0852,-0.0065
761,-0.7067,0.1146
762,-1.8437,-1.0661
763,-0.0799,-0.2034
764,1.9343,0.3527
765,0.8414,-1.6491
766,0.7266,1.4793
767,0.2666,0.4382
768,0.1378,0.998
769,-0.3679,0.5794
770,-0.0152,1.1466
771,-0.7482,-1.3624
772,0.9113,1.0256
773,0.7531,1.0246
774,-0.7869,-0.4835
775,1.3139,1.1497
776,2.6406,0.8656
777,-0.5804,-1.0296
778,-0.4464,0.3145
779,-0.3457,-0.8412
780,0.4574,2.7837
781,0.2392,-0.16
782,1.2367,1.0493
783,-0.3742,0.1617
784,-0.1376,0.0785
785,1.6561,0.4806
786,-1.4475,-0.2926
787,1.9499,-0.1632
788,-0.6138,-1.9482
789,0.1616,0.2429
790,-0.2111,0.3469
791,0.5733,0.1417
792,0.2066,1.6572
793,-0.7358,0.1677
794,-1.1493,-1.318
795,-0.4237,1.6306
796,-0.8536,-0.6421
797,2.4456,1.3408
798,-1.6736,-1.2
799,-0.3324,-0.2701
800,1.5143,-0.7684
